"Domain","CCO","CTH","EMA","EMU","PFO","SCA","ZRA","Method","Total"
"WCOB",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WD40_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WEF-hand",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"WIF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WRW",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WSLR",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"WS_DGAT_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"WWE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Waikav_capsid_1",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Wtap",NA,NA,NA,NA,1,1,NA,"Pfam",2
"XK-related",NA,NA,NA,NA,1,1,NA,"Pfam",2
"XLF",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"XPA_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"XRCC1_N",NA,NA,NA,NA,1,1,NA,"Pfam",2
"XRCC4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"XTBD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Xylo_C",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"YAF2_RYBP",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"YBD",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"YL1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"YTH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"YccV-like",NA,NA,NA,NA,1,1,NA,"Pfam",2
"YegS_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"YhhN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ZU5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"Zn_finger_prot",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"Zona_pellucida",NA,NA,NA,NA,1,1,NA,"Pfam",2
"a_DG1_N2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"bMERB_dom",NA,NA,NA,NA,1,1,NA,"Pfam",2
"c-SKI_SMAD_bind",NA,NA,NA,NA,1,1,NA,"Pfam",2
"cEGF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"dDENN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"dNK",NA,NA,NA,NA,1,1,NA,"Pfam",2
"eIF3m_C_helix",NA,NA,NA,NA,1,1,NA,"Pfam",2
"fn3_4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"gag_pre-integrs",NA,NA,NA,NA,1,1,NA,"Pfam",2
"hEGF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"hnRNP_Q_AcD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"ig",NA,NA,NA,NA,1,1,NA,"Pfam",2
"mRNA_decap_C",NA,NA,NA,NA,1,1,NA,"Pfam",2
"mTERF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"mit_SMPDase",NA,NA,NA,NA,1,1,1,"Pfam",3
"p25-alpha",NA,NA,NA,NA,1,1,NA,"Pfam",2
"p31comet",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"pKID",NA,NA,NA,NA,1,1,NA,"Pfam",2
"preSET_CXC",NA,NA,NA,NA,1,1,NA,"Pfam",2
"uDENN",NA,NA,NA,NA,1,1,NA,"Pfam",2
"wnt",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-3CxxC_2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"zf-AD",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-C2H2_11",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-C2H2_12",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-C2H2_3rep",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"zf-C2HC",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"zf-C2HC_2",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-C2HE",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-C3Hc3H",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-C4",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-C4H2",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"zf-CCHH",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-CXXC",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"zf-Di19",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-FCS",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-H2C2_5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-PARP",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-RING_10",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"zf-RING_12",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-RING_14",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-RING_9",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-SAP30",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-TAZ",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-TRAF",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-ZPR1",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-nanos",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-primase",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf-tcix",NA,NA,NA,NA,1,NA,NA,"Pfam",1
"zf_CCCH_5",NA,NA,NA,NA,1,1,NA,"Pfam",2
"zf_Hakai",NA,NA,NA,NA,1,1,NA,"Pfam",2
"2_5_RNA_ligase2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"A1_Propeptide",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"ADI",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"ARF7EP_C",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"ASC",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"A_deaminase_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Agenet",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Allatostatin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Asp_Arg_Hydrox",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Attacin_C",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Attacin_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"BCL_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"BT1",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CBM_11",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CC2-LZ",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CCAP",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CCDC32",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CCDC53",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CHRD",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"COE1_DBD",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"COE1_HLH",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"COLFI",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CRIC_ras_sig",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CRT10",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CSD2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CTP_transf_3",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Chorion_3",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Chorion_S16",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Comm",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Corazonin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Crust_neurohorm",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"CutC",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Cuticle_4",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DAG_kinase_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DB",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DBD_Tnp_Hermes",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DM",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DM4_12",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF1091",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF1487",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF1989",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF223",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF2368",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF3524",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF3730",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF389",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4371",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4518",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4768",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4769",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4776",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4779",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4788",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4795",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4797",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4798",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF4813",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF5645",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF608",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF6451",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF725",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DUF753",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Dockerin_1",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"DoxX_2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Dpoe2NT",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"ELYS-bb",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"ESM4",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Endonuclea_NS_2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Endonuclease_7",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"FAIM1",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"FAM86",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"FAM91_C",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"FAM91_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"FANCI_S3",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"FARP",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"FOG_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Fez1",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"GYR",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glyc_hyd_38C_2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glyco_hydr_116N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glyco_hydro_2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glyco_hydro_39",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glyco_hydro_65m",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glyco_hydro_99",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glyco_tranf_2_4",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glyco_transf_29",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Glycoprotein_G",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Gypsy",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"HHH_2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"HS1_rep",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Helitron_like_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"ICA69",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"IFT43",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Insulin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"KCNQ_channel",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Kinetochor_Ybp2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Ku_PK_bind",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"LEA_2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Lipase_2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Lsm_interact",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"MIT_C",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"MMPL",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"MMS22L_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"MOFRL",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Mcm10",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Melibiase",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Mtp",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Myb_DNA-bind_5",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"NHR2",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"NeuB",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Noggin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"OCIA",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"OSTMP1",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Oscp1",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"P66_CC",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"PAAT-like",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"PAP2_3",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"PIH1_CS",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"PKD_4",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"PP1_inhibitor",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"PRE_C2HC",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"PT",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Peptidase_M66",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Peptidase_S51",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Peptidase_S7",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Periviscerokin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"PgaPase_1",NA,NA,NA,NA,NA,1,1,"Pfam",2
"Pirin_C_2",NA,NA,NA,NA,NA,1,1,"Pfam",2
"Preseq_ALAS",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Promethin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Propeptide_C1",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"RPAP3_C",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"RPA_interact_C",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Retinin_C",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Rif1_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"S6PP",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"SAF",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"SAP_new25",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"SLT_3",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"SOBP",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"STAR_dimer",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"SdrD_B",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Senescence",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Serendipity_A",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Smoothelin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Sororin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Spatacsin_C",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"SpmSyn_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Srg",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"TMEM141",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"TMEM72",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"TPH",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Tantalus",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Ten1_2",NA,NA,NA,NA,NA,1,1,"Pfam",2
"Tenui_N",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Tex_YqgF",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Transcrip_act",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Triabin",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Trnau1ap",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Tudor_5",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"UPAR_LY6",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"UPF0227",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Ubiquitin_5",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Unpaired",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"VDE",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Vg_Tdu",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Vitelline_membr",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Vmethyltransf",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"YqaJ",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"YycI",NA,NA,NA,NA,NA,1,1,"Pfam",2
"Zn-C2H2_12",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"Zwilch",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"rve_3",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"zf-C2H2_aberr",NA,NA,NA,NA,NA,1,NA,"Pfam",1
"C1_2",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"COX2_TM",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"DRE2_N",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"DUF1746",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"DUF5745",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"HTH_Tnp_1",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"Knl1_RWD_C",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"Myb_DNA-bind_3",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"PE-PPE",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"PP-binding_2",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"Pga1",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"Stm1_N",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"TraF",NA,NA,NA,NA,NA,NA,1,"Pfam",1
"AA4",1,1,1,NA,1,1,1,"CAZY",6
"CBM13",1,NA,NA,NA,1,1,NA,"CAZY",3
"CBM50",1,NA,1,NA,1,1,1,"CAZY",5
"CE12",1,1,1,NA,NA,NA,NA,"CAZY",3
"CE5",1,NA,1,NA,1,1,NA,"CAZY",4
"CE7",1,NA,NA,NA,NA,1,NA,"CAZY",2
"CE9",1,1,1,NA,1,1,1,"CAZY",6
"GH13_3",1,1,1,NA,1,1,NA,"CAZY",5
"GH25",1,1,NA,NA,NA,NA,NA,"CAZY",2
"GT11",1,NA,NA,NA,1,NA,NA,"CAZY",2
"GT14",1,NA,NA,NA,1,NA,NA,"CAZY",2
"GT2_Glyco_trans_2_3",1,NA,NA,NA,1,1,1,"CAZY",4
"GT32",1,1,NA,NA,1,NA,NA,"CAZY",3
"GT58",1,NA,1,NA,1,1,1,"CAZY",5
"GT65",1,NA,NA,NA,1,1,NA,"CAZY",3
"GT68",1,NA,NA,NA,1,1,NA,"CAZY",3
"GT71",1,NA,NA,NA,NA,NA,NA,"CAZY",1
"PL22",1,1,NA,NA,NA,NA,NA,"CAZY",2
"GH109",NA,1,NA,NA,1,1,1,"CAZY",4
"GT21",NA,1,1,NA,1,1,1,"CAZY",5
"cohesin",NA,1,NA,NA,NA,NA,NA,"CAZY",1
"AA3",NA,NA,1,NA,NA,1,NA,"CAZY",2
"CBM39",NA,NA,1,NA,1,1,NA,"CAZY",3
"CBM54",NA,NA,1,NA,NA,NA,NA,"CAZY",1
"GH13_28",NA,NA,1,NA,1,NA,NA,"CAZY",2
"CBM14",NA,NA,NA,NA,1,1,NA,"CAZY",2
"CBM20",NA,NA,NA,NA,1,1,NA,"CAZY",2
"CBM24",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"CBM35",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"CBM37",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"CBM47",NA,NA,NA,NA,1,1,NA,"CAZY",2
"CBM57",NA,NA,NA,NA,1,1,NA,"CAZY",2
"CE17",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH1",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GH13_15",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GH13_17",NA,NA,NA,NA,1,1,1,"CAZY",3
"GH13_36",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH151",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH158",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH16_23",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH2",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GH22",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GH27",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GH29",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GH30_1",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GH56",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH76",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH79",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH84",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GH85",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH89",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GH9",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GT10",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT105",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT13",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT16",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GT17",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GT23",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT25",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT27",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT31",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT43",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT44",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GT47",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT49",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT51",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"GT54",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT64",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT7",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT90",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT92",NA,NA,NA,NA,1,1,NA,"CAZY",2
"GT98",NA,NA,NA,NA,1,1,NA,"CAZY",2
"PL17",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"PL1_12",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"PL1_5",NA,NA,NA,NA,1,NA,NA,"CAZY",1
"AA15",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"CBM23",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"CBM40",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"CBM76",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"CBM77",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"CBM78",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GH116",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GH13",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GH39",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GH65",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GH99",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GT110",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GT29",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GT2_Glyco_tranf_2_4",NA,NA,NA,NA,NA,1,NA,"CAZY",1
"GT87",NA,NA,NA,NA,NA,NA,1,"CAZY",1
"PL9_4",NA,NA,NA,NA,NA,NA,1,"CAZY",1
"MER0000004",1,1,1,NA,1,1,1,"MEROPS",6
"MER0000009",1,1,1,NA,1,1,1,"MEROPS",6
"MER0000028",1,1,1,NA,NA,1,1,"MEROPS",5
"MER0000030",1,NA,1,NA,1,1,1,"MEROPS",5
"MER0000067",1,NA,NA,NA,NA,1,1,"MEROPS",3
"MER0000115",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0000119",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0000134",1,1,1,NA,NA,1,NA,"MEROPS",4
"MER0000139",1,NA,NA,NA,NA,1,1,"MEROPS",3
"MER0000147",1,NA,NA,NA,NA,1,NA,"MEROPS",2
"MER0000164",1,NA,NA,NA,NA,NA,1,"MEROPS",2
"MER0000170",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0000244",1,1,NA,NA,NA,NA,1,"MEROPS",3
"MER0000416",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0000832",1,1,1,NA,1,1,1,"MEROPS",6
"MER0000836",1,1,1,NA,1,1,1,"MEROPS",6
"MER0000841",1,1,NA,NA,NA,NA,1,"MEROPS",3
"MER0000903",1,NA,NA,NA,NA,NA,1,"MEROPS",2
"MER0000914",1,1,1,NA,1,1,NA,"MEROPS",5
"MER0000917",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0000997",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0001255",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0001289",1,NA,NA,NA,NA,NA,1,"MEROPS",2
"MER0001446",1,NA,NA,NA,1,NA,NA,"MEROPS",2
"MER0001877",1,1,NA,NA,1,1,NA,"MEROPS",4
"MER0001879",1,NA,NA,NA,1,NA,NA,"MEROPS",2
"MER0002460",1,1,1,NA,1,1,1,"MEROPS",6
"MER0002474",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0002476",1,1,NA,NA,1,1,NA,"MEROPS",4
"MER0002497",1,NA,NA,NA,1,1,NA,"MEROPS",3
"MER0002586",1,NA,1,NA,NA,NA,NA,"MEROPS",2
"MER0002602",1,NA,NA,NA,1,NA,1,"MEROPS",3
"MER0002683",1,1,1,NA,1,1,1,"MEROPS",6
"MER0002693",1,NA,1,NA,1,1,NA,"MEROPS",4
"MER0002738",1,NA,1,NA,NA,NA,1,"MEROPS",3
"MER0002893",1,1,NA,NA,1,1,1,"MEROPS",5
"MER0003004",1,1,NA,NA,NA,1,NA,"MEROPS",3
"MER0003229",1,1,NA,NA,NA,NA,NA,"MEROPS",2
"MER0003550",1,NA,NA,NA,NA,NA,NA,"MEROPS",1
"MER0003708",1,NA,1,NA,NA,NA,1,"MEROPS",3
"MER0003710",1,NA,1,NA,NA,NA,NA,"MEROPS",2
"MER0003735",1,1,1,NA,1,NA,1,"MEROPS",5
"MER0003775",1,NA,NA,NA,NA,1,NA,"MEROPS",2
