DOMAIN	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_B9252	Basidiobolus_meristosporus_CBS_931	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus_ARSEF_2731	Conidiobolus_firmipilleus_ARSEF_6384	Conidiobolus_heterosporus_ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_lamprauges_ARSEF_2338	Conidiobolus_megalotocus_ARSEF_8428	Conidiobolus_osmodes_ARSEF_79	Conidiobolus_pumilus_ARSEF_6383	Conidiobolus_rhysosporus_ARSEF_448	Conidiobolus_thromboides_ARSEF_4968	Conidiobolus_thromboides_FSU_785	Entomophthora_muscae_Berkeley_v1	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
SBDS	2	5	6	4	4	2	2	6	2	2	1	2	2	1	2	5	2	3	4	2
Glyco_transf_4	2	3	3	2	4	5	1	6	4	2	2	2	5	2	2	1	1	5	4	2
zf-RVT	0	0	0	0	0	0	0	0	0	0	0	52	1	0	0	0	0	2	1	3
MIT	3	5	5	2	2	2	1	4	0	2	1	2	3	1	2	2	2	11	6	2
L51_S25_CI-B8	2	6	5	1	2	3	5	6	4	1	3	1	3	2	2	3	1	3	4	2
Myosin_tail_1	1	2	0	1	1	1	2	1	2	1	4	0	2	1	1	1	1	9	5	0
TPR_6	4	4	5	2	2	5	0	4	3	3	2	0	0	1	1	1	1	5	3	2
Ribosomal_L2_C	5	2	7	2	3	2	2	4	2	2	2	1	4	2	2	2	3	5	5	2
Glyco_hydro_3_C	1	1	1	2	2	3	4	6	2	2	2	0	3	2	2	5	4	2	6	8
Ribosomal_S4	4	8	5	1	2	2	3	4	3	1	2	2	2	2	2	3	2	4	5	2
DEAD_2	1	3	2	2	3	2	3	5	2	2	2	2	2	2	2	1	2	7	7	3
W2	4	4	4	2	2	2	3	3	3	2	2	2	2	2	2	3	2	6	7	2
PEPCK_ATP	9	9	14	1	1	1	1	2	1	1	2	1	3	1	1	2	1	1	4	2
UPF0020	2	2	4	2	0	4	3	4	4	3	2	2	1	1	2	5	2	8	5	3
NAC	5	4	6	2	2	2	2	4	3	2	1	2	3	2	2	2	2	5	6	2
LTV	1	4	2	1	1	1	2	3	3	1	2	1	2	1	1	2	1	5	2	1
MTHFR	3	3	4	2	3	3	4	6	3	2	1	1	4	2	2	4	3	3	3	2
CBM53	4	8	7	1	0	1	3	3	1	1	1	0	4	3	3	3	2	8	2	3
PITH	3	3	3	2	2	2	4	4	3	2	1	2	3	2	2	3	2	9	4	2
SRP54	2	4	3	2	2	3	5	4	5	2	2	2	3	2	2	0	2	6	4	2
Abhydrolase_2	1	1	2	4	5	3	2	7	5	2	3	1	1	1	2	3	2	6	5	2
Acyl-CoA_ox_N	1	5	8	1	2	2	2	4	5	2	2	2	5	2	3	3	2	2	4	1
DUF726	4	4	5	1	2	1	4	2	4	1	4	0	2	2	2	5	2	4	4	2
CHCH	4	5	3	2	2	2	3	3	4	2	2	0	5	2	3	2	0	5	5	4
ICL	3	5	4	2	2	2	4	3	2	2	4	2	6	3	4	1	1	4	2	2
Ribosomal_S8	2	7	4	2	1	2	3	4	2	2	2	2	4	2	2	3	2	5	5	2
Ribosomal_L5	4	5	6	2	2	2	3	4	3	2	0	2	4	2	2	2	3	5	3	2
SE	4	6	6	3	5	1	1	3	6	1	1	0	3	1	1	2	2	6	2	4
ETF	2	3	3	2	1	3	3	4	3	2	2	2	4	2	2	4	2	5	6	2
Ecl1	0	1	11	2	2	2	8	3	3	2	3	1	2	3	4	4	1	4	1	1
PGM_PMM_IV	3	6	4	2	1	2	3	4	4	1	2	2	4	2	2	1	2	6	5	2
LRR_9	2	2	3	2	1	1	4	3	3	1	0	2	2	3	3	2	2	11	7	3
Putative_PNPOx	2	5	2	5	3	4	1	5	4	4	2	2	3	2	2	3	2	3	3	1
NAD_Gly3P_dh_C	3	5	5	1	1	2	4	4	3	2	2	2	4	2	2	3	2	5	3	2
SWIB	2	5	3	2	2	2	5	4	4	2	2	1	2	3	3	1	2	6	4	2
HEAT_PBS	2	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	3	2	1
ACPS	3	4	6	2	1	2	2	4	2	2	2	1	4	1	3	3	3	6	4	2
Solute_trans_a	2	3	5	2	2	2	2	4	3	1	1	1	2	1	2	4	2	8	5	3
RF-1	0	3	3	2	3	1	1	4	4	1	2	1	3	1	3	5	3	8	6	3
UMPH-1	0	0	0	0	0	0	3	0	3	0	3	4	4	1	2	11	9	7	5	4
Hexapep_2	1	6	2	1	5	2	5	6	3	1	3	0	3	3	3	2	1	3	1	1
PAF-AH_p_II	1	2	5	2	2	2	9	4	4	1	1	1	1	4	5	2	1	1	1	2
RIBIOP_C	2	4	2	2	2	2	4	3	4	3	2	2	3	3	2	2	3	5	4	2
Ribosomal_S13	5	0	7	2	2	2	2	6	2	2	2	1	4	1	2	3	3	5	4	2
Na_sulph_symp	3	1	3	1	2	2	4	3	4	2	2	1	3	2	2	2	2	9	5	2
IlvN	4	4	8	1	2	2	1	3	4	2	1	2	4	1	1	1	2	5	6	3
MutS_I	1	3	4	2	1	3	4	3	6	2	2	2	3	2	3	3	3	3	4	3
DUF4097	0	0	1	2	2	2	7	4	1	2	2	1	11	4	4	2	1	1	1	1
SWIRM	2	4	5	4	3	4	4	7	2	4	1	1	3	2	2	0	1	4	3	1
SNF5	2	1	2	2	2	2	4	4	4	2	2	2	4	2	2	1	2	3	3	2
Pex24p	0	1	3	1	1	2	4	5	2	2	2	0	2	2	2	5	3	12	5	3
SURF4	8	5	11	1	4	2	2	5	2	3	1	1	2	1	1	1	1	2	2	1
SAD_SRA	1	1	1	3	3	2	2	4	7	2	5	2	4	0	0	4	3	4	3	6
Nup160	2	4	4	2	1	2	2	6	4	3	2	0	4	1	1	4	2	9	3	1
MOSC	1	2	2	2	1	2	3	3	5	2	2	1	4	2	2	4	3	6	7	3
PRELI	2	5	5	1	2	2	2	4	2	2	2	2	4	1	2	1	2	6	6	3
DDE_1	1	0	0	5	0	2	3	0	2	0	7	0	3	1	1	1	3	11	13	2
Fer4_10	3	3	4	2	2	2	2	4	3	2	2	2	4	2	2	2	3	5	5	2
ATP_bind_3	1	2	2	2	2	2	3	5	5	2	2	2	3	3	3	3	3	5	3	2
MPC	4	4	5	2	1	2	3	4	0	2	2	2	3	2	2	2	1	6	4	2
DUF3712	1	0	4	2	2	1	2	4	2	1	2	0	4	1	2	3	3	3	3	3
Vac_ImportDeg	2	6	9	1	1	1	4	2	3	1	2	2	4	2	2	2	2	3	4	3
Peptidase_M41	2	4	3	2	2	3	4	4	4	2	2	1	4	2	2	1	2	5	5	2
zf-C5HC2	2	3	2	1	1	2	3	2	4	2	2	1	3	2	1	6	4	7	5	3
CAMSAP_CH	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	22	9	1
Sacchrp_dh_C	2	2	4	3	2	2	3	3	3	2	5	2	4	2	2	2	2	4	5	2
Put_Phosphatase	1	4	4	4	6	2	2	6	3	2	1	1	3	1	1	3	2	4	4	2
DDHD	6	6	5	1	0	2	2	2	2	3	1	0	2	1	1	1	1	9	3	1
Ribosomal_L2	5	2	7	2	2	2	2	4	2	2	2	1	4	2	2	2	2	4	5	2
PFK	1	1	1	1	2	1	3	3	2	1	2	1	2	1	1	1	1	5	2	1
ALMT	2	7	9	1	1	1	5	2	6	1	0	0	3	3	3	4	2	2	2	2
Chitin_synth_1N	5	11	9	1	1	1	2	2	2	1	2	1	3	1	1	1	2	3	3	4
MOSC_N	1	2	2	2	2	2	4	3	3	2	0	1	4	3	2	4	3	5	7	3
MafB19-deam	2	4	8	3	2	2	4	3	0	2	0	2	4	2	3	1	3	4	3	3
TF_Zn_Ribbon	1	2	3	2	2	2	1	5	2	3	2	1	4	1	1	5	3	7	5	3
THF_DHG_CYH_C	1	2	2	2	2	2	3	4	3	2	2	2	3	2	2	4	2	7	5	2
RHD3	3	3	4	1	2	1	3	2	1	3	3	1	2	1	1	1	2	3	3	2
BAR_2	3	8	4	2	2	2	2	4	2	2	2	1	2	1	1	4	2	5	3	2
Methyltransf_24	0	3	7	2	4	3	4	2	1	3	1	2	5	2	2	3	2	0	3	6
Ferric_reduct	1	2	3	2	3	2	5	3	2	2	2	1	4	3	3	4	2	5	3	3
NAT	1	3	2	2	2	2	4	5	4	2	1	2	3	2	2	4	3	4	4	3
Tropomyosin_1	4	2	3	3	2	3	2	2	2	1	2	1	4	2	2	1	2	6	5	2
UPF0121	3	5	4	2	1	2	2	6	3	3	1	1	2	2	3	4	3	3	3	2
CAF1C_H4-bd	2	5	3	2	2	2	3	3	3	2	2	2	4	2	2	1	2	5	5	3
CIA30	0	3	3	2	3	2	2	3	3	2	4	1	2	1	2	4	3	7	4	3
Pyrophosphatase	2	3	4	2	2	2	4	4	3	2	2	2	4	2	2	3	2	4	4	2
ADK_lid	2	3	3	2	2	2	4	4	4	2	2	2	4	2	2	1	2	6	4	2
BRCT_2	1	4	6	1	2	3	3	3	5	2	2	1	3	2	3	2	1	4	5	1
Vac14_Fab1_bd	2	3	3	3	2	2	3	4	3	3	3	0	2	2	2	3	2	4	5	3
AlaDh_PNT_C	3	3	6	2	1	2	6	5	3	5	0	1	3	3	5	0	0	3	3	1
CPSase_sm_chain	1	4	3	2	2	2	4	3	4	2	1	1	3	2	2	4	3	4	6	2
FAD_binding_8	1	2	3	3	3	2	5	3	2	2	2	1	3	3	3	4	2	5	3	3
VID27	1	2	2	1	3	1	1	2	5	2	2	1	1	1	1	2	1	2	1	1
PIN_4	1	5	4	3	2	3	2	2	1	4	1	1	2	1	2	4	2	6	6	2
BolA	2	2	3	1	3	3	3	6	5	1	1	0	3	1	3	4	2	5	3	3
Rtt106	2	3	3	2	2	2	3	4	3	2	3	0	4	2	2	3	2	5	4	3
Beach	0	4	3	1	1	2	1	2	4	3	2	2	2	1	2	3	2	13	4	2
PRP38	1	1	2	2	2	2	4	4	4	2	3	1	2	2	2	4	2	7	4	2
MFS_MOT1	1	3	4	1	1	1	2	3	1	1	1	1	1	1	1	3	1	1	1	1
Sybindin	1	1	3	2	2	2	0	5	1	2	2	1	4	1	3	4	3	6	7	3
MGS	1	4	3	2	1	2	4	4	4	2	2	3	4	2	2	3	2	3	4	2
zf-CCHC_2	2	3	2	2	2	2	4	4	3	2	2	2	1	2	2	1	3	3	2	2
GDE_C	1	3	3	4	2	2	5	4	3	3	2	0	2	2	2	3	2	3	4	2
MFS_1_like	2	2	2	1	2	0	2	0	3	0	3	0	4	2	1	3	3	17	7	0
RdRP	4	7	8	0	0	0	2	0	3	0	1	2	1	1	1	4	3	6	6	4
zf-UBR	1	3	2	2	2	2	4	3	4	2	2	0	3	2	3	1	2	7	7	2
PGM_PMM_III	3	4	3	2	2	3	2	4	3	2	2	1	4	2	2	0	2	6	5	2
ERGIC_N	1	3	3	2	2	3	2	4	4	2	1	2	3	2	2	4	2	6	4	2
Perilipin	3	7	6	1	1	2	2	4	3	2	0	1	3	1	1	2	1	11	1	2
Formyl_trans_N	3	3	2	2	1	2	3	4	3	2	1	2	2	1	2	3	2	9	5	2
ApbA	1	2	3	3	2	5	3	7	3	3	4	2	1	2	2	2	2	2	3	2
NOT2_3_5	2	5	4	2	2	2	3	4	3	2	2	1	2	2	1	3	2	6	4	2
Helicase_C_2	2	2	2	2	1	2	2	5	1	2	2	2	2	2	2	1	2	8	9	3
PI3Ka	2	2	4	2	2	2	2	4	3	2	2	2	2	2	2	2	2	7	6	2
VWA	1	1	2	2	2	2	2	5	5	1	3	2	6	2	3	1	2	7	3	2
Ldl_recept_b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	0
MORN	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0
SHS2_Rpb7-N	3	3	3	2	2	3	2	6	2	2	2	0	2	1	3	4	3	2	5	3
Guanylate_kin	2	1	3	1	1	2	2	2	2	1	1	1	2	1	1	0	1	20	6	1
eRF1_1	1	2	3	2	1	2	4	4	3	1	2	2	4	2	2	3	2	5	5	2
DUF572	1	2	2	1	3	2	4	4	4	2	2	2	2	2	2	2	2	5	4	2
SSF	2	9	5	1	1	1	1	1	1	0	1	1	1	1	1	1	1	13	11	0
CBM_19	0	4	5	3	1	0	5	0	7	0	3	1	10	3	1	2	2	1	2	3
RPN7	2	3	2	2	2	2	5	4	4	2	2	1	4	2	2	2	2	4	4	2
Glyco_transf_41	1	2	2	1	1	2	2	2	2	1	3	1	2	1	1	0	1	2	2	1
HSA	2	1	4	2	2	2	4	5	4	2	2	1	4	2	2	4	2	4	2	2
Exo_endo_phos_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	39	0
Malate_synthase	6	13	7	1	2	1	2	2	2	1	2	2	2	1	1	1	1	1	2	1
Annexin	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	4	0
Chitin_synth_1	5	9	9	1	1	1	2	2	2	1	1	1	3	1	1	1	2	3	3	4
RYDR_ITPR	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	24	2	1
Glu_synthase	3	3	3	3	2	2	3	4	3	2	1	0	3	2	2	2	3	4	4	2
Rad9	2	7	5	2	2	2	2	4	1	2	1	1	2	1	1	2	3	6	4	2
SPARC_Ca_bdg	0	2	2	1	2	4	2	4	2	3	1	1	2	1	1	2	1	9	6	4
PGM_PMM_II	1	4	3	2	1	3	3	4	4	2	3	1	4	2	2	0	2	6	4	2
PhyH	2	4	6	2	1	1	2	3	3	1	0	3	3	1	2	2	1	9	3	2
RNA_pol_A_bac	2	3	3	2	2	2	3	4	2	2	2	1	3	2	2	4	4	4	4	2
FolB	1	2	2	1	1	1	2	2	1	2	1	0	2	1	1	3	2	1	1	1
Cse1	2	2	4	3	3	2	2	4	4	2	1	2	4	1	1	1	2	5	5	3
Peroxin-3	1	4	2	1	2	1	2	2	1	1	1	1	2	1	1	0	1	3	2	1
3HCDH	2	3	3	1	2	2	3	5	3	2	2	2	3	2	2	2	2	5	6	1
EBP	1	3	10	3	2	2	2	5	2	1	1	1	1	1	3	3	3	2	3	3
PRKCSH	1	2	3	2	2	2	3	4	2	2	0	1	4	2	2	3	2	6	5	2
RNA_pol_Rpb2_4	2	4	3	2	2	2	3	4	4	2	2	2	3	2	2	1	2	4	4	2
RNA_pol_Rpb4	1	4	3	2	2	2	3	4	3	2	2	2	2	2	2	2	2	6	4	2
eIF-5_eIF-2B	2	2	3	2	2	2	2	4	4	2	2	1	4	2	2	3	2	4	5	2
OTCace	1	4	3	2	2	2	4	3	4	2	2	2	3	2	2	4	2	3	3	2
Propep_M14	1	0	0	1	2	3	3	3	4	6	2	2	3	3	1	0	0	2	15	1
AAA_25	2	3	1	1	1	2	3	5	3	2	1	2	3	2	1	2	3	8	5	2
PAP_central	0	1	1	1	3	2	3	5	3	2	2	1	3	2	2	3	4	9	3	2
Malic_M	3	9	5	1	1	1	2	2	2	1	1	1	2	1	1	2	1	9	4	3
HTH_11	0	0	0	12	24	4	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Ribosomal_S19	4	9	7	2	1	2	1	4	1	2	3	0	2	1	2	2	2	3	2	2
Tmemb_14	2	10	5	2	0	2	3	5	2	1	2	1	3	1	2	3	0	3	3	2
Ribosomal_S6e	5	6	6	1	1	1	2	4	1	1	1	6	2	1	1	2	2	5	3	1
G-gamma	4	2	9	3	3	3	2	6	3	3	1	1	1	1	2	3	0	3	0	2
DUF21	1	3	3	2	2	2	4	4	4	2	3	3	4	2	2	0	2	6	1	2
Methyltransf_28	1	5	2	2	2	3	4	6	2	2	2	1	3	2	2	3	2	2	3	2
DLIC	1	0	2	1	1	1	2	3	1	1	2	1	2	1	1	2	1	4	2	1
OTCace_N	2	4	2	2	2	2	3	4	4	2	1	2	3	2	2	4	2	3	4	2
MaoC_dehydrat_N	3	7	5	1	1	1	3	3	3	1	3	1	4	2	2	2	3	3	2	2
START	3	7	6	1	1	1	1	2	0	1	1	1	2	1	0	3	2	8	6	2
RNA_pol_Rpb2_5	2	4	3	2	2	2	3	4	4	2	2	2	3	2	2	1	2	4	4	2
A_deaminase	1	4	3	1	3	2	2	4	2	3	2	1	2	1	1	2	1	10	6	1
ABC2_membrane_3	8	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0
Phos_pyr_kin	2	5	6	2	2	2	3	4	3	2	2	1	3	1	3	2	1	3	2	1
Trehalose_PPase	5	5	8	1	1	1	2	3	2	1	1	1	2	1	1	2	1	5	6	2
Dicer_dimer	0	1	1	1	0	3	3	3	4	2	1	0	3	2	2	9	7	3	3	3
ACT_7	5	7	8	1	1	2	2	3	1	2	0	0	2	1	1	3	2	1	2	2
SQS_PSY	2	3	3	2	2	2	3	5	3	2	2	2	3	2	2	1	2	5	3	2
U6-snRNA_bdg	1	1	1	1	1	1	2	4	2	1	1	1	1	1	1	2	2	3	2	1
EMP70	1	2	2	2	4	2	4	4	3	2	2	1	2	2	2	1	1	5	5	2
Sad1_UNC	1	5	6	1	1	1	2	2	2	1	1	1	2	1	1	4	3	8	5	2
PDR_CDR	1	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FG-GAP	0	0	0	1	1	1	0	2	2	1	0	0	1	0	0	1	2	8	4	0
ERCC4	3	4	3	2	1	2	4	3	4	2	0	1	2	2	2	2	2	5	3	4
DnaB_C	1	2	2	2	2	3	2	4	3	2	1	1	3	2	2	2	3	6	5	3
IF-2	1	5	2	2	2	2	3	4	2	2	2	1	3	2	2	3	2	5	4	2
GCV_T	2	4	5	2	2	2	2	3	2	1	2	1	2	1	2	3	2	6	6	1
Coprogen_oxidas	2	4	2	1	2	2	3	4	2	2	4	2	4	2	2	2	2	3	3	2
FancD2	1	2	1	1	1	2	1	1	2	2	2	1	2	1	1	2	1	4	4	1
Alg6_Alg8	1	2	2	2	4	2	0	4	2	2	1	1	3	1	3	5	2	6	4	2
hEGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0
zf-CHY	1	3	4	2	1	3	3	4	4	2	0	0	1	2	3	3	4	4	4	3
Yippee-Mis18	0	1	4	4	1	2	1	5	1	2	1	0	1	0	4	4	2	8	7	3
Sds3	3	2	5	1	1	1	3	2	2	1	1	2	0	2	2	3	2	11	4	3
eRF1_2	1	2	3	2	2	2	4	4	2	2	2	1	4	2	2	3	2	4	5	2
PI-PLC-X	1	3	3	1	1	1	1	2	4	1	2	1	4	1	2	6	2	9	3	3
AAA_15	1	1	1	1	0	2	5	2	2	3	2	1	2	4	2	1	2	7	7	5
AMP_N	2	3	4	2	2	3	3	4	3	2	1	1	3	2	2	2	2	4	4	2
malic	4	7	5	1	1	1	1	2	2	1	1	1	2	1	1	2	1	9	5	3
BIR	2	2	1	0	1	1	0	2	4	1	0	0	0	0	0	2	1	6	5	1
BET	2	5	3	1	1	2	1	2	1	2	1	1	2	1	1	6	2	11	3	3
NTP_transf_3	4	2	5	2	1	2	2	4	4	1	1	1	2	1	1	4	3	4	6	1
Sedlin_N	1	1	4	2	2	2	0	4	2	1	1	1	2	1	3	4	3	6	7	3
Avl9	1	1	1	0	0	2	2	2	3	2	4	3	1	1	1	2	1	13	5	1
PK	5	6	6	1	2	1	2	2	2	1	2	1	3	1	1	1	1	5	3	2
DUF2408	1	2	2	1	1	1	2	2	2	1	1	0	2	1	1	1	1	1	1	1
ApbA_C	1	1	2	2	2	5	3	6	3	4	4	2	1	2	2	2	2	2	2	2
CDC48_2	1	3	4	0	2	2	3	5	4	3	2	1	3	2	2	2	1	4	4	2
VPS9	4	3	4	2	1	2	2	4	2	2	1	1	2	1	1	2	2	8	5	1
UbiA	1	2	2	2	2	2	2	3	3	2	2	2	4	2	2	2	2	6	5	2
NOP5NT	2	1	4	2	2	2	3	4	2	2	1	1	4	2	2	3	3	4	4	2
THF_DHG_CYH	2	2	2	2	1	2	3	5	3	2	1	1	3	2	2	4	2	5	4	2
mRNA_cap_enzyme	1	2	2	2	2	2	3	5	2	2	2	3	3	2	2	1	2	4	3	2
eIF-1a	2	3	3	2	2	2	3	4	3	2	2	2	2	2	2	2	2	4	4	2
ATP-grasp_3	2	1	2	3	2	2	5	3	4	2	2	0	5	3	3	0	0	8	1	2
GCV_T_C	3	4	4	1	2	2	3	3	1	2	2	2	3	1	1	3	1	6	5	1
Nucleoporin_N	2	4	4	2	2	2	1	5	4	2	3	0	2	0	1	3	1	6	4	2
PDT	1	2	3	2	2	2	4	4	4	2	2	2	4	2	2	3	2	2	2	2
Pirin_C	0	4	5	2	3	4	4	7	3	5	2	1	4	2	3	0	0	0	0	0
Transketolase_N	5	3	6	1	1	1	4	2	4	1	4	1	3	2	2	1	1	2	4	1
MAM33	2	3	3	2	2	2	2	5	4	2	1	2	3	2	2	2	2	3	3	2
GIT_SHD	0	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	4	3	2
Tim44	2	2	3	2	2	2	3	4	3	2	1	2	3	2	2	1	2	5	4	2
GFO_IDH_MocA	5	13	14	0	0	1	1	3	3	1	1	0	1	0	1	0	0	3	2	0
CDC50	2	2	3	1	1	1	2	2	4	1	2	2	4	2	2	3	2	6	4	3
Evr1_Alr	0	2	3	2	2	2	4	4	2	2	1	2	3	2	2	3	2	4	5	2
Y_phosphatase3	1	4	5	1	0	2	2	3	4	2	2	0	3	1	3	5	2	3	4	2
peroxidase	1	4	4	2	3	2	3	4	4	2	2	1	3	2	2	4	2	1	2	1
Rad1	3	6	4	2	2	2	2	4	0	2	1	0	2	2	2	2	2	3	5	2
LMBR1	1	2	6	2	2	5	0	5	2	6	1	1	2	0	1	1	1	6	3	1
AARP2CN	2	4	2	2	2	2	3	3	4	2	2	2	2	2	2	1	2	4	4	2
DUF2370	2	1	2	1	1	1	3	2	2	1	4	2	3	2	2	0	1	2	3	2
ArsA_ATPase	1	0	1	3	3	2	4	5	4	2	2	0	3	2	2	3	1	4	5	1
zf-U1	1	2	3	3	2	2	3	4	3	2	0	0	2	2	3	3	3	5	4	2
Cyto_heme_lyase	1	2	2	2	2	2	3	4	4	2	3	2	3	2	2	2	2	3	4	2
CPSase_L_D3	2	2	2	2	3	2	4	5	2	2	2	2	3	2	2	2	2	2	4	2
tRNA-synt_1c_C	2	2	2	2	2	2	4	4	3	2	2	1	3	2	2	2	2	4	4	2
GTP1_OBG	0	2	2	0	1	1	2	2	2	1	1	1	1	1	1	1	1	6	3	1
DUF3694	2	6	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	17	3	1
TRAPPC9-Trs120	0	1	1	1	1	1	2	2	2	1	2	2	2	1	1	0	1	5	3	1
VTC	1	2	2	1	2	2	4	3	4	2	4	2	4	2	2	3	2	2	2	2
DNA_pol_phi	1	1	1	2	2	1	3	2	4	3	1	1	4	1	1	1	1	7	4	1
PTPA	1	1	2	2	2	2	2	3	3	2	3	2	3	1	2	3	1	5	3	2
ATG27	1	4	3	1	1	2	3	4	3	1	1	2	4	2	2	2	3	5	2	2
MOR2-PAG1_mid	1	1	1	1	1	1	1	2	2	1	0	1	1	1	1	1	1	2	1	1
RecQ_Zn_bind	1	3	4	3	3	2	2	2	3	1	2	0	6	1	2	0	2	6	4	1
eRF1_3	1	2	3	2	1	2	3	3	2	2	2	1	4	2	2	3	2	4	5	2
TRP	1	1	2	1	1	1	3	2	4	1	2	1	3	2	2	3	2	8	4	4
DUF4112	1	4	3	1	1	1	6	2	4	1	2	2	4	3	3	2	2	2	2	2
Aldose_epim	2	3	3	2	2	4	2	4	2	2	1	1	1	1	1	1	1	7	5	2
Laminin_G_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	9	0
Torus	2	2	3	2	3	1	2	4	4	3	1	2	4	2	2	2	2	2	2	3
Oxidored_molyb	6	8	8	1	2	1	1	2	2	1	2	1	2	1	1	1	1	3	2	1
Vps51	2	4	3	1	2	1	2	3	2	1	1	2	3	1	1	3	2	6	5	3
MS_channel	3	5	6	1	0	1	2	3	1	1	1	0	1	1	1	5	4	4	5	3
Fe-S_biosyn	0	4	5	2	2	2	3	4	2	2	2	2	2	1	2	1	2	4	4	2
zf-Nse	3	4	4	3	3	3	3	3	2	3	1	1	4	2	2	1	1	2	2	1
DAGK_cat	0	1	1	0	0	0	4	0	3	0	3	1	3	2	2	2	1	16	8	1
AMPK1_CBM	1	1	1	2	1	2	1	4	2	2	0	2	4	1	1	7	4	5	5	2
Hydrolase_6	4	5	6	2	1	1	2	4	1	1	1	0	3	1	1	2	0	5	7	1
Pho88	2	5	2	2	1	2	3	4	4	2	3	1	2	2	2	3	2	2	2	2
PHD_2	1	2	6	2	1	3	3	5	1	2	1	1	2	2	2	0	2	5	3	4
Profilin	1	0	1	2	2	1	5	4	4	1	2	1	1	2	4	3	2	4	5	2
Lum_binding	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1
BTD	3	6	5	2	1	2	2	4	2	2	1	0	2	1	1	1	1	3	2	1
Rotamase_3	2	1	3	2	1	4	4	4	2	2	2	1	2	2	2	1	1	6	3	1
Rotamase	2	1	3	2	1	4	4	4	2	2	2	1	2	2	2	1	1	6	3	1
YjeF_N	3	3	3	2	2	3	1	4	4	2	1	0	1	1	2	3	2	5	3	2
PDCD2_C	2	2	2	2	2	2	3	3	4	1	2	1	3	2	2	3	2	3	4	2
RNA_pol_L_2	2	2	2	2	2	2	2	5	4	2	1	1	2	1	2	3	2	4	4	2
PSP1	2	4	4	2	2	2	2	4	2	2	2	1	4	2	2	1	2	2	2	3
Fn3-like	0	0	0	2	1	3	4	5	2	2	2	0	3	2	1	4	3	1	4	8
zf-LITAF-like	2	1	4	1	1	1	6	2	4	1	0	1	2	1	3	0	1	4	11	1
ATG_C	1	4	4	2	2	2	2	2	2	2	1	1	4	2	2	3	2	4	3	2
Syntaxin_2	2	5	3	2	3	2	1	5	1	3	0	1	2	1	1	1	1	6	5	2
DFRP_C	2	5	1	1	1	1	3	2	3	1	2	2	4	2	2	3	2	5	3	2
Mannosyl_trans3	0	1	2	7	10	9	0	7	0	10	0	0	0	0	0	0	0	0	1	0
GRASP55_65	0	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	2	1
PRP4	2	2	2	2	2	2	4	4	3	2	1	1	3	2	2	2	2	4	3	2
PAP_RNA-bind	0	1	1	1	3	2	2	4	3	2	1	1	3	2	2	3	3	6	3	2
Endonuclease_NS	1	0	1	2	3	1	3	4	1	1	1	1	3	2	2	2	1	5	9	2
DUF5110	1	1	1	1	2	4	4	6	4	6	4	2	4	3	3	0	0	0	0	1
ELFV_dehydrog_N	0	7	15	1	1	2	1	2	3	1	2	1	2	1	1	0	1	3	2	1
MCM_bind	1	2	1	0	0	1	3	0	0	1	1	0	2	2	1	2	1	6	3	2
TruB_N	1	1	1	2	2	2	3	4	3	2	3	2	3	2	2	3	1	3	5	2
Ribosomal_L35Ae	6	11	8	1	1	1	0	2	1	1	1	1	1	1	1	1	1	4	3	1
GATase_3	0	2	2	2	2	2	3	4	3	2	4	0	3	2	2	2	2	2	2	6
RAI16-like	2	4	4	1	1	1	2	3	2	1	0	2	3	2	2	3	2	7	3	2
Myotub-related	1	3	2	1	1	1	1	2	2	1	1	0	2	1	1	2	1	13	8	1
4F5	3	5	5	1	2	1	3	6	2	1	2	2	4	2	2	3	0	1	0	2
PRK	2	5	3	2	3	3	3	8	1	2	0	0	0	2	2	2	1	5	2	1
LIDHydrolase	0	1	1	1	2	1	4	2	3	1	0	0	2	2	4	2	1	5	5	2
EPL1	1	2	1	2	2	2	3	5	2	1	2	1	3	2	2	2	2	6	2	3
