DOMAIN	ACCESSION	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_CBS_931	Conidiobolus_antarcticus__ARSEF_6913	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus__ARSEF_2731	Conidiobolus_heterosporus__ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_incongruus__NRRL_3022	Conidiobolus_incongruus__NRRL_3023	Conidiobolus_lamprauges__ARSEF_2338	Conidiobolus_lamprauges__NRRL_1229	Conidiobolus_megalotocus__ARSEF_8428	Conidiobolus_megalotocus__NRRL_3011	Conidiobolus_osmodes__ARSEF_79	Conidiobolus_polytocus__NRRL_1231	Conidiobolus_pumilus__ARSEF_6383	Conidiobolus_rhysosporus__ARSEF_448	Conidiobolus_rhysosporus__NRRL_1225	Conidiobolus_sp___NRRL_29146	Conidiobolus_thromboides_FSU_785	Conidiobolus_thromboides__ARSEF_4968	Conidiobolus_thromboides__NRRL_1224	Entomophaga_maimaiga_ARSEF_7190	Entomophthora_muscae_UCB	Entomophthora_muscae_UCB_Trinity	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
ARS2	PF04959.15	1	1	1	1	1	2	2	1	1	2	2	1	2	0	1	1	2	2	1	1	1	2	1	6	4	1	5	2	1
APG5	PF04106.14	0	1	1	1	1	1	1	1	1	2	1	1	2	1	1	0	2	2	1	1	1	1	1	10	7	1	3	2	1
E1_4HB	PF16191.7	0	2	1	1	1	3	2	1	1	4	1	1	2	1	1	1	2	1	0	2	2	4	1	4	1	1	3	3	2
NARP1	PF12569.10	2	1	1	1	1	4	2	1	1	2	2	1	3	1	1	2	2	2	1	1	1	1	1	6	1	1	3	2	1
CENP-S	PF15630.8	0	0	1	2	2	2	3	0	0	2	4	2	2	2	2	0	0	0	1	1	2	4	1	8	4	2	1	1	0
Ribonuc_P_40	PF08584.13	1	1	1	1	1	2	1	3	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	8	4	1	4	1	1
PGK	PF00162.21	2	3	1	1	2	2	2	1	1	2	2	1	2	1	1	1	2	2	2	1	1	5	1	4	0	1	2	2	1
Plug_translocon	PF10559.11	2	2	1	1	1	1	4	2	2	1	2	1	1	1	1	1	2	2	0	1	1	1	1	8	3	1	2	2	1
ERO1	PF04137.17	2	4	1	2	1	4	2	1	1	1	3	1	2	1	1	1	2	2	1	1	1	2	1	4	1	1	2	2	1
PGI	PF00342.21	1	2	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	1	12	0	1	2	2	1
Methyltransf_32	PF13679.8	1	1	1	1	1	2	1	3	3	2	1	1	2	0	1	0	1	1	1	1	1	2	1	6	3	1	5	4	1
CRT-like	PF08627.12	1	1	0	0	0	2	0	2	2	3	1	1	1	1	0	2	4	3	1	1	1	1	3	6	4	1	0	1	6
Ins_P5_2-kin	PF06090.14	0	1	1	1	0	2	0	1	0	2	1	1	1	2	1	1	1	1	1	1	1	1	1	6	14	1	3	2	1
COPI_C	PF06957.13	2	3	1	1	1	1	4	1	1	3	2	1	1	1	1	0	2	2	2	1	1	2	1	6	2	1	2	2	1
XPG_I_2	PF12813.9	0	2	0	1	1	2	2	2	1	2	2	1	2	0	1	2	1	1	1	1	1	2	2	8	3	2	2	2	2
Tma16	PF11176.10	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	2	2	2	1	1	2	1	10	2	1	1	2	1
Glyoxalase_5	PF14696.8	0	3	1	1	1	1	0	1	1	1	2	0	2	1	1	1	6	8	0	1	1	2	1	4	1	1	1	2	4
V-ATPase_G	PF03179.17	1	3	2	1	1	1	2	1	1	1	2	1	2	0	1	1	2	2	0	1	1	2	1	10	2	1	2	3	1
BTG	PF07742.14	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	2	1	1	1	2	1	4	0	1	6	2	1
ORMDL	PF04061.16	1	3	1	3	2	1	3	1	1	1	2	1	4	1	1	0	2	2	4	1	1	2	1	4	1	1	1	2	1
Coatomer_E	PF04733.16	1	1	1	1	2	2	2	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	3	6	1	1	2	3	2
U5_2-snRNA_bdg	PF10597.11	1	1	2	1	1	4	3	1	1	4	2	1	1	2	1	2	2	1	1	1	2	2	1	4	0	1	3	2	1
Ribosomal_L27e	PF01777.20	5	4	1	0	1	1	2	3	3	1	1	1	1	0	1	0	2	2	0	1	1	1	1	6	2	1	3	3	1
CO_deh_flav_C	PF03450.19	1	5	0	0	0	0	3	0	0	0	0	1	2	0	1	3	3	3	0	0	0	0	2	10	2	2	6	4	1
S-AdoMet_synt_N	PF00438.22	4	7	1	1	1	0	3	1	1	1	2	1	1	1	1	1	2	2	0	1	1	1	2	4	1	1	4	2	1
DUF3818	PF12825.9	6	3	1	1	1	2	2	2	2	2	2	1	0	0	1	2	1	1	1	1	1	1	1	6	1	1	4	1	1
S10_plectin	PF03501.17	5	5	1	1	1	1	2	3	3	1	1	1	1	0	1	1	2	1	0	1	1	1	1	4	2	1	3	3	1
RBM39linker	PF15519.8	1	1	1	1	1	3	2	1	1	2	3	1	2	1	1	1	2	2	1	2	2	3	1	4	2	1	3	2	1
DUF815	PF05673.15	3	3	1	1	0	2	2	3	3	1	3	2	2	0	1	0	2	2	0	1	1	2	1	2	1	1	3	2	4
G6PD_C	PF02781.18	3	4	1	1	2	2	2	1	2	1	2	1	1	1	1	1	2	2	2	1	1	1	1	4	1	1	3	3	1
Laminin_G_2	PF02210.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	14	0
ISN1	PF06437.13	1	1	1	2	1	2	2	0	0	4	2	2	2	2	1	0	1	1	2	1	1	2	1	8	5	1	1	1	1
Vta1	PF04652.18	0	1	1	2	2	2	2	1	1	2	2	1	2	1	1	1	2	2	2	1	1	2	1	8	2	1	2	2	1
Mlh1_C	PF16413.7	0	1	1	1	1	1	2	3	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	4	8	0	6	2	1
SWIRM-assoc_1	PF16495.7	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	2	2	1	1	2	1	4	3	1	2	2	1
GCV_H	PF01597.21	2	3	1	1	1	2	4	2	1	2	2	3	2	1	1	0	2	2	1	1	1	1	1	4	2	1	2	2	1
Cullin_binding	PF03556.17	0	1	1	1	0	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	4	1	2	10	4	0
CTP_transf_1	PF01148.22	2	2	1	1	2	2	2	3	3	2	2	1	2	1	1	1	2	2	1	1	1	2	1	4	1	1	2	2	1
Gaa1	PF04114.16	1	1	1	1	1	1	2	2	1	3	2	1	2	1	1	1	2	2	1	1	1	2	2	2	2	1	7	3	1
Ada3	PF10198.11	1	2	1	1	2	2	3	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	6	2	1	2	3	2
DAP3	PF10236.11	1	1	1	1	1	1	2	0	0	3	2	1	2	1	1	0	2	2	1	1	1	2	1	4	4	1	9	2	1
UPF0113_N	PF17833.3	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	0	2	2	1	1	1	2	1	12	2	1	2	2	1
Thg1C	PF14413.8	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	8	5	1	2	3	2
PBP	PF01161.22	2	3	1	1	0	1	2	3	3	1	2	1	2	1	1	0	2	2	1	1	1	2	1	2	1	1	4	6	1
Transcrip_reg	PF01709.22	0	1	1	0	2	2	2	1	1	2	2	2	2	1	1	0	1	1	4	1	1	1	1	6	6	1	3	2	1
DHO_dh	PF01180.23	1	2	1	1	3	2	3	1	1	2	3	2	1	2	2	1	2	2	0	1	1	2	1	2	1	1	4	3	1
MaoC_dehydrat_N	PF13452.8	2	2	2	1	1	2	2	1	1	2	1	1	0	2	2	1	2	3	1	1	1	2	2	8	1	2	1	0	2
COG6	PF06419.13	1	1	1	1	1	3	2	2	1	2	2	1	3	1	1	1	1	1	3	1	1	1	1	6	2	1	4	2	1
Guanylate_cyc_2	PF09778.11	0	2	1	1	1	1	2	1	1	2	2	1	3	1	1	1	2	2	2	1	1	2	1	8	4	1	2	1	1
SQHop_cyclase_C	PF13243.8	1	2	1	1	1	3	3	1	1	2	1	1	2	2	1	1	3	3	0	1	1	2	1	6	3	1	2	1	1
XendoU	PF09412.12	1	1	1	1	1	1	3	0	0	2	2	1	2	1	1	1	2	2	0	1	1	1	1	4	1	1	7	5	4
EFhand_Ca_insen	PF08726.12	1	1	1	1	1	3	1	2	3	2	2	1	2	1	1	0	1	1	1	2	2	3	1	4	1	1	5	3	1
NMD3	PF04981.15	1	2	1	1	1	2	2	1	1	2	2	1	3	1	1	1	2	2	1	1	1	2	1	6	1	1	2	5	1
Not3	PF04065.17	0	2	1	1	1	2	2	2	2	2	2	1	3	1	1	1	2	2	1	1	1	1	1	6	1	1	3	3	1
Exportin-T	PF19282.1	1	1	1	1	1	3	2	1	1	1	2	1	2	2	1	2	1	2	2	1	2	2	1	8	2	1	1	1	1
KAP	PF05804.14	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	0	1	2	1	1	1	2	1	6	1	1	6	2	2
DWNN	PF08783.13	1	2	1	1	1	1	2	1	1	1	2	1	0	1	1	0	2	2	1	0	1	2	2	8	6	2	2	2	1
PIG-S	PF10510.11	1	1	1	1	1	2	2	1	2	3	1	1	3	1	1	1	2	2	0	1	1	2	1	8	1	1	2	2	2
FGE-sulfatase	PF03781.18	1	3	2	1	1	2	2	2	2	1	4	1	1	2	1	1	2	2	1	2	2	0	1	2	1	1	3	2	2
ATP-synt_ab_C	PF00306.29	4	4	1	1	1	2	3	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	4	0	1	3	3	2
EMC1_C	PF07774.15	2	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	2	1	1	1	2	1	8	2	1	2	2	1
VPS13	PF16908.7	3	3	1	1	1	2	1	2	2	1	2	1	2	1	1	1	2	2	1	1	1	2	1	4	1	0	5	2	1
F1F0-ATPsyn_F	PF10791.11	2	3	2	1	1	1	2	1	1	2	2	1	1	2	1	1	4	4	0	1	1	2	1	4	1	1	2	2	1
Sdh_cyt	PF01127.24	0	1	2	1	1	4	2	1	1	2	2	1	2	2	1	0	2	1	1	2	2	3	1	4	2	1	2	3	1
G6PD_N	PF00479.24	2	4	1	1	1	3	2	1	2	2	2	1	2	1	1	0	2	2	2	1	1	1	1	4	1	1	3	2	1
DUF3020	PF11223.10	4	4	1	2	1	1	2	4	4	1	3	1	3	1	2	1	1	1	2	1	1	1	1	0	0	1	1	1	2
Efg1	PF10153.11	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	14	1	1	1	0	1
GST_C_6	PF17171.6	2	4	0	0	0	2	2	2	2	2	3	1	2	0	1	0	1	1	0	1	1	2	1	4	2	1	6	3	2
ALG11_N	PF15924.7	0	1	1	1	1	1	2	1	1	2	2	2	2	0	1	0	2	3	1	1	1	2	1	6	2	0	8	2	1
Isy1	PF06246.14	2	3	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	6	2	1	3	2	1
fn3_5	PF06280.14	3	7	1	0	0	2	1	10	10	0	1	0	0	0	1	0	1	1	0	1	1	2	0	2	2	0	0	1	1
Pep3_Vps18	PF05131.16	0	1	1	1	0	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	12	4	1	2	2	1
GCFC	PF07842.14	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	8	3	1	3	3	1
Ribosomal_L22e	PF01776.19	2	3	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	4	2	1	4	3	1
Transglut_core	PF01841.21	3	1	0	1	1	1	0	1	2	1	3	0	2	0	1	0	1	1	1	0	0	0	2	14	4	2	3	2	1
6PGD	PF00393.21	4	4	1	1	1	3	2	1	1	1	2	1	2	0	1	1	2	1	0	1	1	3	1	4	1	1	3	3	1
Ribosomal_L13e	PF01294.20	6	4	1	1	1	1	2	2	2	0	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	4	3	1
LCAT	PF02450.17	2	2	1	1	1	2	2	2	2	2	5	1	1	1	1	1	1	1	1	1	1	0	1	4	1	1	5	3	1
DUF908	PF06012.14	1	2	1	1	2	2	3	3	3	2	2	2	2	1	1	0	2	2	1	1	1	2	1	4	0	0	3	2	1
DS	PF01916.19	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	2	8	3	1	3	2	1
PAXNEB	PF05625.13	2	1	1	1	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	4	5	1	2	3	1
Voldacs	PF03517.15	1	3	1	1	1	2	2	1	1	2	2	1	2	1	1	1	2	2	1	1	1	1	1	8	3	1	2	1	1
RraA-like	PF03737.17	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	8	7	1	1	1	1
MFAP1	PF06991.13	1	1	1	1	2	2	2	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	6	3	1	3	2	1
Nup96	PF12110.10	1	1	1	1	1	2	2	1	1	2	2	1	3	1	1	1	2	2	2	1	1	2	1	4	1	1	4	3	2
Ham1p_like	PF01725.18	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	2	2	2	1	1	2	1	10	2	1	1	1	1
Not1	PF04054.17	1	1	1	1	0	2	2	4	4	2	2	2	2	1	1	1	2	2	0	1	1	2	1	4	1	1	3	2	1
Hira	PF07569.13	1	3	1	0	1	2	2	1	1	2	2	1	3	0	1	0	1	1	1	1	1	3	1	4	7	1	3	2	1
Meth_synt_2	PF01717.20	2	4	1	1	2	2	2	2	2	1	1	1	3	1	1	2	1	2	1	1	1	4	1	4	1	1	1	1	1
Mannosyl_trans2	PF04188.15	0	3	1	0	0	2	1	0	1	4	1	0	0	2	0	0	0	0	0	2	1	2	2	4	4	1	5	9	3
IML1	PF12257.10	2	2	1	1	2	1	3	1	1	2	2	1	2	1	1	1	2	2	2	1	1	2	1	4	2	1	3	2	1
ATG17_like	PF04108.14	0	1	1	1	1	2	2	3	2	2	2	1	2	1	1	0	2	2	0	1	1	1	1	8	5	1	2	1	1
Ribosomal_L30_N	PF08079.14	3	3	1	1	1	1	2	4	5	1	1	1	1	0	1	1	1	2	1	0	1	1	1	4	1	2	3	3	1
AdoHcyase_NAD	PF00670.23	2	2	1	1	1	1	3	2	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	4	0	1	4	4	1
URO-D	PF01208.19	2	2	1	1	1	2	2	1	1	3	1	1	2	1	1	1	2	2	1	1	1	2	1	8	1	1	2	2	1
Thymidylat_synt	PF00303.21	1	2	1	1	1	2	2	1	1	2	2	2	2	2	1	1	2	2	2	1	1	2	1	4	3	1	2	2	1
FAM192A_Fyv6_N	PF10187.11	1	1	1	1	0	2	2	1	1	2	2	1	2	1	1	0	2	2	2	1	1	2	1	8	3	1	3	2	1
LZ3wCH	PF18517.3	1	2	1	2	2	1	2	2	2	0	1	2	4	0	2	0	1	1	1	1	1	0	2	8	2	1	1	3	2
Enolase_N	PF03952.18	2	3	1	1	1	2	2	2	2	2	3	1	2	1	1	1	3	3	1	1	1	1	1	4	0	1	2	2	1
GSH_synth_ATP	PF03917.19	1	1	1	1	1	2	2	1	1	2	3	1	1	1	1	1	2	2	1	1	1	1	1	6	3	1	5	2	1
Ribosomal_L18_c	PF14204.8	2	5	1	1	1	1	3	3	1	1	1	1	2	1	1	0	1	2	1	1	1	2	1	4	1	1	4	3	1
Fibrillarin	PF01269.19	3	3	1	1	2	1	2	2	2	1	2	1	0	1	1	0	3	2	2	2	1	1	1	6	0	1	2	2	2
Nucleopor_Nup85	PF07575.15	0	1	1	0	0	3	0	3	4	0	1	0	0	2	0	1	2	2	0	1	2	2	1	10	3	1	5	2	1
UPF0113	PF03657.15	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	0	2	2	1	1	1	1	1	12	2	1	2	2	1
MAP65_ASE1	PF03999.14	2	3	1	0	0	2	0	2	2	2	2	0	0	1	0	1	2	2	0	1	2	3	2	8	1	1	3	2	2
Ribosomal_S3_C	PF00189.22	5	6	1	0	1	1	2	3	3	1	1	1	1	1	1	1	2	2	0	1	1	1	1	2	0	1	3	3	1
OSCP	PF00213.20	2	2	1	1	1	2	2	1	1	2	2	1	2	1	1	2	3	2	2	1	1	1	1	4	1	1	2	3	1
Vac7	PF12751.9	0	1	1	0	1	2	2	3	4	2	2	1	1	1	2	0	3	2	0	1	1	1	0	12	2	1	1	0	0
TAL_FSA	PF00923.21	4	2	1	1	1	1	2	2	2	1	2	1	2	0	1	1	3	2	1	1	1	2	1	4	1	1	2	3	1
Smr	PF01713.23	0	2	2	1	0	2	1	3	2	2	1	1	2	2	1	0	0	0	2	1	1	1	1	8	7	0	1	2	1
TFIIF_beta_N	PF17683.3	1	1	1	1	0	1	1	1	2	0	3	1	1	1	1	1	1	1	0	1	1	2	1	12	2	1	5	2	1
HMG-CoA_red	PF00368.20	2	1	1	1	1	2	2	2	2	3	2	3	2	1	1	1	2	2	1	1	1	1	1	2	1	1	3	3	1
DIE2_ALG10	PF04922.14	0	1	1	1	0	1	1	1	1	4	2	1	1	1	1	2	0	0	0	1	0	2	1	14	4	1	2	2	1
GPP34	PF05719.13	1	3	1	1	1	2	2	1	1	2	2	1	2	0	1	1	2	2	0	1	1	2	1	8	2	1	2	2	1
Mgm101p	PF06420.14	1	2	1	1	1	1	2	1	1	3	2	1	2	1	1	1	2	2	2	1	2	1	1	8	2	1	1	1	1
VPS13_mid_rpt	PF16910.7	2	3	1	1	1	2	1	2	2	2	2	1	2	0	1	1	2	2	1	1	1	2	1	4	1	0	6	1	1
Ribosomal_S27e	PF01667.19	5	7	1	1	1	1	2	3	3	1	1	1	2	1	1	1	2	1	1	1	1	0	1	6	0	0	0	1	1
eIF-3_zeta	PF05091.14	1	2	1	1	3	1	2	1	1	2	3	1	1	2	1	2	2	2	2	1	1	1	1	4	2	1	2	2	1
CDC24	PF06395.13	1	3	1	1	1	1	2	2	3	1	2	1	2	0	1	1	2	2	0	1	1	1	1	8	1	1	2	2	2
CWC25	PF12542.10	0	1	1	1	1	2	3	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	8	2	1	5	2	1
PCNA_N	PF00705.20	3	3	1	1	1	1	3	1	1	2	2	1	1	1	1	1	2	2	1	2	1	3	1	4	1	1	2	2	1
DRIM	PF07539.14	1	2	1	1	1	1	4	1	1	2	2	1	2	2	1	0	3	3	1	1	1	2	1	2	2	1	4	2	1
RTC_insert	PF05189.15	0	2	1	1	1	0	2	1	1	2	1	1	2	1	1	1	3	2	2	1	1	1	1	8	1	1	3	3	2
Elong_Iki1	PF10483.11	1	1	1	1	1	2	1	2	2	2	2	1	3	1	1	0	1	1	1	2	2	3	1	6	5	1	0	1	1
D123	PF07065.16	1	1	1	1	0	2	1	1	1	2	1	2	3	1	1	0	1	1	0	1	1	2	1	10	5	1	3	1	1
COX5A	PF02284.18	3	3	1	1	1	2	2	1	1	2	2	1	1	0	1	1	2	2	1	1	1	1	1	4	1	1	3	4	2
GPHR_N	PF12537.10	1	1	1	0	1	2	1	1	1	2	1	1	2	1	0	0	1	1	1	1	1	2	1	14	3	1	2	2	1
ATPase	PF06745.15	1	2	0	0	1	0	1	2	3	4	5	1	1	0	1	1	2	1	2	0	0	1	1	6	2	3	4	1	1
Dynein_C	PF18199.3	1	1	1	1	2	2	3	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	6	0	1	5	4	1
XPA_C	PF05181.14	1	1	1	1	1	2	2	1	1	2	2	0	1	1	1	1	1	1	1	1	1	2	1	6	8	1	2	2	1
Ribophorin_I	PF04597.16	1	1	1	1	1	2	2	1	1	2	2	3	2	1	1	1	2	2	2	1	1	2	1	4	1	1	4	2	1
DNA_topoisoIV	PF00521.22	1	3	1	1	2	2	5	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	3	4	1
vATP-synt_E	PF01991.20	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	4	4	2	1	1	1	1	4	1	1	2	3	1
Nse4_C	PF08743.12	0	1	1	1	1	2	4	1	1	2	1	1	3	1	2	0	1	1	3	1	1	2	1	6	2	1	3	2	1
hDGE_amylase	PF14701.8	0	1	1	1	1	2	2	1	1	2	3	1	3	1	1	1	2	2	2	1	1	1	1	6	2	1	3	2	1
DHHA1	PF02272.21	1	2	1	1	1	2	2	1	1	2	2	1	1	0	1	1	1	2	1	1	1	1	2	8	2	2	3	2	1
AOX	PF01786.19	2	5	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	3	4	2	1	1	1	2
Snapin_Pallidin	PF14712.8	1	1	1	1	1	2	4	2	1	2	2	1	2	1	1	0	2	2	1	1	1	2	0	4	2	1	4	3	1
NGP1NT	PF08153.14	1	1	1	1	1	1	4	1	1	2	2	1	2	1	1	1	2	2	2	1	1	2	1	6	1	1	3	2	1
ASL_C2	PF14698.8	0	1	1	1	1	3	2	1	1	4	3	1	2	1	1	1	1	1	2	1	1	2	1	6	1	1	2	2	2
Alpha_adaptin_C	PF02296.18	1	1	1	2	1	2	3	1	1	2	1	2	4	1	2	1	2	2	0	1	1	2	1	4	1	1	3	2	1
Cpn10	PF00166.23	1	1	1	1	1	2	3	2	2	1	2	1	3	1	1	1	2	2	1	1	1	2	2	4	2	1	2	2	1
Cyclin_C_2	PF16899.7	1	1	1	0	0	0	1	1	1	2	2	0	0	0	1	1	1	1	0	0	0	0	1	22	3	1	2	3	1
Prp18	PF02840.17	1	1	1	1	1	2	2	1	1	1	1	1	1	0	1	0	2	2	1	1	1	1	1	8	8	1	2	2	1
PEP_mutase	PF13714.8	2	4	1	1	1	1	1	2	2	1	1	1	2	0	1	1	3	3	1	3	2	2	3	4	0	1	1	1	1
Alpha-amylase_C	PF02806.20	2	3	1	1	1	2	2	1	1	2	2	1	2	0	1	1	2	2	1	1	1	1	1	4	0	1	4	5	1
Ribul_P_3_epim	PF00834.21	2	2	1	1	1	2	2	1	1	2	2	2	2	1	2	0	2	2	1	1	1	2	1	4	1	1	4	2	1
Ysc84	PF04366.14	1	2	1	1	1	2	2	5	5	2	2	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1
CLP_protease	PF00574.25	1	1	1	1	0	2	2	1	1	2	2	1	2	1	1	1	2	2	2	1	1	2	1	8	2	1	2	2	1
ATG7_N	PF16420.7	1	1	1	1	1	2	2	2	2	5	3	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	2	3	1
SF3a60_Prp9_C	PF11931.10	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	10	1	1	3	2	1
Ribosomal_S28e	PF01200.20	5	7	1	1	1	2	2	3	3	2	2	1	2	1	1	0	2	2	1	1	1	2	1	2	0	0	0	0	1
Sec34	PF04136.17	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	0	1	1	1	1	1	1	1	14	3	1	2	1	1
WHEP-TRS	PF00458.22	1	1	1	1	0	2	2	1	1	2	2	0	2	1	1	1	1	1	1	1	1	1	1	2	0	1	5	12	1
PCNA_C	PF02747.17	3	3	1	1	1	2	3	1	1	2	2	1	1	1	1	1	2	2	1	1	1	3	1	4	1	1	2	2	1
PRP3	PF08572.12	1	2	1	2	1	2	2	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	6	1	1	3	2	1
Uso1_p115_head	PF04869.16	1	2	1	1	1	3	3	1	1	2	4	1	0	1	1	1	1	1	0	2	2	3	1	4	1	1	3	2	1
Dicty_CAR	PF05462.13	1	8	2	0	0	1	0	1	0	2	2	0	0	1	0	2	4	4	0	3	0	3	0	6	3	1	2	0	0
F_actin_cap_B	PF01115.19	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	0	2	2	1	1	1	2	1	10	1	1	2	2	1
Metallopep	PF12044.10	1	2	1	2	2	1	4	1	1	2	2	2	3	1	2	0	1	1	3	1	1	3	1	2	1	1	1	2	1
MnmE_helical	PF12631.9	0	1	1	1	1	3	1	1	1	2	2	2	1	1	3	1	1	1	2	1	1	2	1	2	8	1	2	1	1
RRF	PF01765.21	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	0	2	2	2	1	1	1	1	6	3	1	2	2	1
Tim54	PF11711.10	1	1	1	2	1	2	4	1	1	1	3	2	4	1	2	1	1	1	3	1	1	2	1	2	2	1	1	1	1
MMS19_C	PF12460.10	1	1	1	1	1	2	2	3	5	2	2	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	3	2	1
CBFB_NFYA	PF02045.17	4	5	1	1	1	1	2	3	3	1	2	1	1	0	1	0	2	2	0	1	1	1	1	4	1	1	3	1	1
Peptidase_C65	PF10275.11	0	1	2	0	1	2	3	2	2	2	2	1	2	2	1	0	2	3	1	1	1	1	2	4	1	2	3	2	0
HBB	PF06777.13	1	1	1	1	1	2	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	8	3	1	2	2	1
TFIIE_alpha	PF02002.19	1	1	1	1	1	2	3	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	8	1	1	1	2	1
MORN	PF02493.22	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	6	0
DUF384	PF04064.15	0	1	1	0	1	2	2	1	1	1	2	1	2	1	1	1	2	2	2	1	1	2	1	6	6	1	1	2	1
Tfb2_C	PF18307.3	1	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	2	1	4	4	1	3	2	1
Med14	PF08638.13	1	2	1	1	1	2	2	1	1	2	2	1	2	0	1	0	2	2	1	1	1	1	1	8	2	1	3	2	1
Ribosomal_S17_N	PF16205.7	3	5	1	1	1	1	3	1	1	2	1	1	1	0	1	0	2	1	1	1	1	1	1	4	1	2	4	2	2
RNA_pol_Rpb8	PF03870.17	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	8	1	1	2	2	1
Utp11	PF03998.15	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	6	2	1	3	2	1
CTP_synth_N	PF06418.16	1	1	1	1	2	2	1	2	2	1	2	1	3	1	1	1	2	2	1	1	1	2	1	4	1	1	4	2	1
Heme_oxygenase	PF01126.22	2	4	1	1	1	2	2	2	2	1	2	1	2	0	2	1	2	2	1	1	1	1	1	4	1	1	2	2	1
SHNi-TPR	PF10516.11	1	1	0	1	1	2	2	1	1	2	2	1	1	0	0	2	2	2	2	1	1	2	1	10	2	1	2	1	1
PIG-L	PF02585.19	0	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	0	1	1	1	1	6	2	1	7	2	2
Adenylsucc_synt	PF00709.23	1	2	1	1	2	2	2	1	1	2	3	1	1	1	1	1	2	2	2	1	1	3	1	4	1	1	2	2	1
SHR-BD	PF06650.14	1	3	1	1	1	2	1	2	2	0	2	1	2	0	2	1	2	2	0	1	1	2	1	4	1	1	5	3	1
DDOST_48kD	PF03345.16	1	1	1	1	1	2	4	1	1	2	2	1	2	2	1	1	2	2	1	1	1	2	1	4	1	1	3	2	1
DUF2075	PF09848.11	1	2	1	1	0	0	4	3	2	0	1	0	1	0	1	1	1	1	1	1	0	0	1	10	2	3	3	4	1
Rho_GDI	PF02115.19	2	1	1	2	0	1	2	1	1	2	2	1	5	0	2	1	2	2	3	1	1	1	1	4	1	1	2	2	1
