DOMAIN	ACCESSION	Basidiobolus_heterosporus_B8920	Basidiobolus_meristosporus_CBS_931	Basidiobolus_ranarum_AG-B5	Conidiobolus_antarcticus__ARSEF_6913	Conidiobolus_coronatus_NRRL_28638	Conidiobolus_firmipilleus__ARSEF_2731	Conidiobolus_heterosporus__ARSEF_6386	Conidiobolus_incongruus_B7586	Conidiobolus_incongruus__NRRL_3022	Conidiobolus_incongruus__NRRL_3023	Conidiobolus_lamprauges__ARSEF_2338	Conidiobolus_lamprauges__NRRL_1229	Conidiobolus_megalotocus__ARSEF_8428	Conidiobolus_megalotocus__NRRL_3011	Conidiobolus_osmodes__ARSEF_79	Conidiobolus_polytocus__NRRL_1231	Conidiobolus_pumilus__ARSEF_6383	Conidiobolus_rhysosporus__ARSEF_448	Conidiobolus_rhysosporus__NRRL_1225	Conidiobolus_sp___NRRL_29146	Conidiobolus_thromboides_FSU_785	Conidiobolus_thromboides__ARSEF_4968	Conidiobolus_thromboides__NRRL_1224	Entomophaga_maimaiga_ARSEF_7190	Entomophthora_muscae_UCB	Entomophthora_muscae_UCB_Trinity	Entomophthora_muscae_isoH_Trinity	Pandora_formicae_Trinity	Strongwellsea_castrans_DrSc_Trinity	Zoophthora_radicans_ATCC_208865
HD	PF01966.25	1	5	7	2	1	1	5	4	3	4	6	6	2	2	2	1	2	6	6	1	3	3	5	4	7	3	1	2	3	6
SE	PF08491.13	4	6	6	1	3	5	2	3	2	2	7	4	2	3	1	2	0	6	8	3	1	1	2	4	8	1	2	6	2	7
Sigma54_activat	PF00158.29	2	5	2	2	0	1	6	2	4	4	3	4	2	0	1	0	0	2	2	0	3	3	6	8	17	8	3	4	4	6
DNA_pol_B_2	PF03175.16	0	0	2	2	2	3	16	1	0	0	2	0	10	1	1	1	0	13	12	2	0	14	12	0	0	0	0	2	1	0
PAP_central	PF04928.20	0	1	3	2	1	2	4	5	4	4	3	4	2	5	2	2	1	3	3	2	2	2	4	4	14	6	3	9	3	4
Ribosomal_S15	PF00312.25	6	5	7	2	1	2	2	7	3	2	3	4	2	5	0	3	2	4	4	1	2	2	3	4	7	3	2	6	5	4
Ribosomal_L13	PF00572.21	5	5	7	2	1	2	3	4	4	4	3	4	2	3	1	2	1	4	4	1	2	2	2	4	9	2	3	7	5	4
NAD_kinase	PF01513.24	3	4	5	2	3	2	3	6	3	3	4	3	3	5	0	3	1	3	3	2	2	2	4	3	7	5	2	9	2	6
Nucleos_tra2_N	PF01773.23	0	17	6	1	1	1	1	2	2	2	2	2	1	2	0	1	2	4	4	1	1	1	1	8	18	5	4	4	2	7
RNA_pol_A_bac	PF01000.29	2	3	4	2	2	2	3	4	2	2	2	4	2	4	0	2	1	3	3	2	2	2	3	4	18	9	4	4	4	4
Nucleos_tra2_C	PF07662.16	0	17	3	1	1	1	1	2	3	3	2	2	1	2	0	1	2	4	4	1	1	1	0	8	20	4	4	4	2	7
ApbA_C	PF08546.14	1	2	1	5	2	2	4	6	2	2	3	4	4	9	5	4	0	2	2	6	2	2	4	6	9	3	2	2	2	5
Sterol-sensing	PF12349.11	3	2	3	1	2	2	4	4	3	3	3	5	2	4	0	2	1	3	3	2	1	2	3	4	7	2	2	12	5	4
Ferric_reduct	PF01794.22	1	3	5	2	2	3	5	3	3	3	3	4	2	5	2	3	1	3	3	3	3	3	6	4	9	3	2	5	3	6
TGT	PF01702.21	1	4	4	2	2	2	4	5	2	2	5	4	3	3	4	2	1	4	4	3	2	2	4	4	8	5	2	8	3	4
PFK	PF00365.23	1	1	2	2	1	3	3	3	2	2	2	2	1	3	2	1	1	2	2	1	1	1	1	2	5	2	1	5	2	2
Suf	PF05843.17	2	3	3	1	3	3	2	7	2	3	4	4	3	5	2	4	1	2	2	2	2	2	3	4	7	16	1	3	4	2
Patched	PF02460.21	3	2	3	0	2	3	4	2	3	3	3	4	1	2	0	1	1	3	3	1	1	2	3	4	7	2	2	14	6	4
IPK	PF03770.19	2	3	4	2	2	3	3	4	3	3	3	4	2	3	2	2	2	3	3	1	2	2	3	4	8	4	2	12	6	4
Semialdhyde_dh	PF01118.27	2	2	2	2	2	2	5	4	2	2	4	6	2	4	2	2	2	4	4	1	2	3	4	4	8	2	2	2	3	16
TUDOR	PF00567.27	0	0	0	1	1	0	2	2	1	1	2	2	0	2	1	1	1	1	1	1	1	1	2	4	8	5	2	21	18	4
HSA	PF07529.16	2	4	7	2	2	2	4	5	6	6	4	3	2	3	2	3	1	4	4	1	2	2	3	4	8	4	2	4	2	4
DUF2408	PF10303.12	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	2	2	4	2	1	1	1	2
NAD_kinase_C	PF20143.2	2	4	5	2	3	1	2	7	4	4	4	3	3	5	0	3	0	3	3	3	2	2	3	4	8	3	2	8	3	6
FGGY_N	PF00370.24	5	4	5	1	1	1	2	2	6	6	2	2	1	2	1	1	1	2	2	2	1	1	1	2	4	9	1	23	7	2
Bac_globin	PF01152.24	10	16	17	3	0	0	4	0	0	0	1	4	0	0	1	0	0	0	0	0	2	2	3	10	14	4	4	0	3	4
Glyco_transf_4	PF13439.9	2	3	3	2	2	3	3	6	3	3	4	3	2	5	2	4	2	6	6	2	2	2	3	4	6	4	1	5	4	4
zf-UBR	PF02207.23	1	2	3	2	2	1	5	3	2	2	4	4	3	4	1	3	1	4	4	1	3	3	5	6	11	2	2	7	7	4
UIM	PF02809.23	4	4	6	1	1	1	3	2	3	3	2	2	1	2	0	1	1	3	3	1	1	1	1	4	9	2	2	6	5	4
FAD_binding_8	PF08022.15	1	3	5	2	3	3	5	3	4	4	3	4	2	4	0	3	0	3	3	3	3	3	6	4	9	3	2	5	3	6
Ribosomal_S10	PF00338.25	3	3	3	2	2	2	3	4	3	3	2	4	2	3	0	2	1	5	5	2	2	2	3	4	12	5	3	7	6	4
Ribosomal_L2_C	PF03947.21	5	7	7	2	2	2	2	4	4	4	2	3	2	4	2	2	2	3	4	0	2	2	3	4	8	3	3	5	5	4
Nucleoporin_N	PF08801.14	2	4	8	3	2	2	4	5	4	3	4	4	2	4	3	2	1	2	2	2	1	2	3	4	7	4	1	6	4	4
PAP_RNA-bind	PF04926.18	0	1	3	2	1	3	2	4	4	4	3	3	2	4	2	2	1	3	3	2	2	2	4	4	14	6	3	6	3	4
AdoHcyase	PF05221.20	3	2	2	1	1	2	1	4	1	1	2	2	1	3	2	1	1	2	1	1	1	1	1	2	4	0	1	4	5	2
Methyltransf_24	PF13578.9	0	7	5	1	2	4	4	2	2	1	1	3	3	4	1	2	1	7	7	3	2	2	4	8	7	1	2	0	3	12
Shikimate_DH	PF01488.23	4	5	7	3	2	1	6	2	4	3	3	5	1	5	1	2	1	2	1	2	1	2	4	2	16	6	2	2	4	2
Ribosomal_S11	PF00411.22	6	7	10	2	2	2	2	2	3	3	2	4	2	3	2	2	0	4	3	2	2	2	4	4	10	1	2	4	5	4
SURF4	PF02077.18	8	11	13	1	1	3	2	5	3	3	2	2	2	6	1	2	1	3	3	6	1	1	1	2	7	2	1	2	2	2
UPF0014	PF03649.16	3	3	4	2	0	0	3	0	3	3	3	4	0	0	3	0	2	4	4	0	2	3	3	4	11	20	3	6	2	4
Ribosomal_L24e	PF01246.23	3	7	5	2	2	2	3	4	4	4	2	3	2	3	3	2	2	3	4	1	2	2	2	4	10	4	2	6	4	4
Glu_synthase	PF01645.20	3	3	3	2	3	1	3	4	3	3	3	3	2	5	1	2	2	3	3	3	2	2	2	5	12	3	3	4	4	4
Vps51	PF08700.14	2	3	3	3	1	1	4	3	1	4	5	4	1	2	4	1	1	3	3	1	1	2	3	8	9	9	2	5	5	6
MPAB_Lcp_cat	PF09995.12	0	0	1	2	1	1	2	0	0	0	3	2	0	0	2	0	1	1	1	1	1	1	2	18	28	10	6	8	4	4
CK_II_beta	PF01214.21	2	6	11	2	2	3	3	5	5	5	2	4	2	4	1	2	0	4	3	2	2	2	3	4	6	2	2	4	3	4
GDC-P	PF02347.19	3	4	2	1	1	3	2	2	1	1	2	2	1	1	2	1	0	3	2	2	1	1	1	2	4	1	2	12	2	2
PWWP	PF00855.20	0	6	6	2	3	2	2	6	3	3	1	2	4	7	1	3	0	4	3	1	1	1	1	4	8	3	2	12	5	4
Ribosomal_L14	PF00238.22	5	7	6	2	1	2	2	4	3	3	3	4	2	4	2	2	1	4	4	2	2	2	3	4	8	2	2	5	5	4
Ribosomal_L27A	PF00828.22	6	6	8	2	2	2	2	4	4	3	3	2	2	3	1	2	1	4	4	0	2	2	1	4	6	4	3	6	5	6
Acetyltransf_3	PF13302.10	4	7	11	2	1	1	5	3	1	2	7	3	1	2	2	1	2	4	4	1	3	3	5	4	7	3	1	4	2	4
Toprim	PF01751.25	2	5	9	2	2	2	3	4	3	3	3	2	2	2	1	2	2	1	2	1	2	2	3	13	4	5	1	6	5	6
FancD2	PF14631.9	1	1	2	1	1	2	2	1	1	1	2	4	2	3	2	1	3	1	1	3	1	1	2	2	6	6	1	4	4	2
zf-CCHC_2	PF13696.9	2	2	4	2	2	1	4	4	2	2	3	1	2	5	2	2	0	1	1	3	2	2	4	6	10	7	3	3	2	4
DUF1775	PF07987.14	0	2	1	4	2	1	6	4	1	1	4	5	3	8	4	3	1	3	3	2	3	3	3	6	4	1	1	2	4	4
Fn3-like	PF14310.9	0	0	0	2	2	1	4	5	5	5	2	2	1	4	2	3	0	3	3	1	1	2	3	8	15	2	3	1	4	16
zf-CHY	PF05495.15	1	4	4	3	2	2	4	4	3	3	4	5	3	3	2	2	0	1	1	1	3	3	4	7	6	6	4	4	4	6
Ribosomal_L23	PF00276.23	4	6	10	2	2	2	3	4	4	4	2	4	2	4	3	2	1	4	4	0	2	2	2	4	4	2	2	5	5	4
Kinesin_assoc	PF16183.8	2	2	3	1	1	1	2	2	4	3	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	3	1	11	3	2
Bax1-I	PF01027.23	1	3	3	2	3	4	4	4	2	1	3	4	2	4	2	2	2	5	5	3	2	2	4	4	8	2	2	6	6	4
Ribosomal_L2	PF00181.26	5	7	7	2	2	2	2	4	4	4	2	3	2	3	2	2	2	3	4	0	2	2	3	4	8	3	2	4	5	4
Flavodoxin_2	PF02525.20	0	1	3	2	4	2	5	10	1	1	5	4	9	6	4	1	2	2	1	4	5	7	10	2	2	2	1	0	0	3
MS_channel	PF00924.21	2	6	7	1	1	0	2	3	3	3	1	2	1	2	0	1	1	2	2	1	1	1	2	8	20	7	4	4	5	6
VTC	PF09359.13	1	2	2	2	1	1	4	3	13	11	4	4	1	2	1	2	2	4	4	2	2	2	3	4	8	2	2	2	2	4
PHD_2	PF13831.9	1	6	9	2	2	1	4	5	4	4	1	6	3	5	2	2	0	3	3	2	2	2	3	4	4	2	2	5	3	7
CPSase_sm_chain	PF00988.25	1	3	4	2	2	2	4	3	3	3	4	3	2	3	1	2	1	3	3	2	2	2	3	6	14	4	3	4	5	5
PRELI	PF04707.17	2	5	5	2	1	2	4	4	3	3	2	4	2	4	2	2	1	4	4	3	2	2	3	4	6	3	2	6	6	6
W2	PF02020.21	4	4	5	2	2	2	3	3	5	5	3	3	2	4	1	2	0	3	4	2	2	2	2	4	8	3	2	6	7	4
DUF2370	PF10176.12	2	2	2	5	1	0	3	2	2	2	3	4	1	2	4	1	2	3	3	1	2	2	4	4	4	1	1	2	3	4
LRR_5	PF13306.9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	17	0
ICL	PF00463.24	3	4	7	2	2	2	4	3	2	2	2	4	2	5	3	2	2	6	5	2	4	3	3	10	4	0	1	4	2	4
SHMT	PF00464.22	6	4	4	2	2	3	3	5	2	2	4	4	2	3	2	3	2	3	3	2	2	2	5	4	8	4	2	3	3	4
Sacchrp_dh_C	PF16653.8	2	4	3	2	3	2	3	3	2	2	4	4	2	4	3	2	2	4	4	2	2	2	4	4	10	4	2	4	5	4
HEAT_PBS	PF03130.19	2	2	3	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	4	3	1	3	2	2
Fer4_10	PF13237.9	3	4	4	3	2	2	2	4	3	3	3	4	2	3	1	2	2	4	4	2	2	2	2	4	12	2	3	5	5	4
PI3Ka	PF00613.23	2	3	4	2	2	2	2	4	3	3	4	4	2	3	2	2	2	2	2	2	2	2	4	4	9	6	2	7	6	4
Peptidase_M41	PF01434.21	2	3	5	2	2	2	4	4	3	3	4	3	2	5	2	2	2	4	4	3	2	2	3	4	8	2	2	5	5	4
DSHCT	PF08148.15	2	4	5	2	3	2	4	4	2	2	4	3	2	4	2	2	2	3	3	3	2	2	3	6	8	2	2	7	4	4
Peptidase_M18	PF02127.18	2	3	2	1	4	11	2	10	2	2	3	2	3	12	2	6	1	2	2	11	1	1	2	2	2	1	1	2	1	2
CIA30	PF08547.15	0	3	2	4	2	2	3	3	1	1	4	3	2	3	4	2	1	2	2	3	2	2	4	6	13	4	3	7	4	6
CNNM	PF01595.23	1	3	2	3	2	2	4	4	4	4	4	5	2	3	3	2	1	4	2	2	2	2	4	8	8	4	2	6	1	4
Profilin	PF00235.22	1	1	2	2	2	2	9	4	1	1	3	4	1	4	2	2	1	4	4	3	4	3	6	4	8	4	2	4	5	5
LPMO_10	PF03067.18	2	7	8	2	3	2	2	9	0	0	1	1	1	2	2	2	1	5	5	2	2	1	1	9	16	2	2	2	2	4
NPR2	PF06218.14	0	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	3	7	10	1	3	2	2
tRNA-synt_1e	PF01406.22	2	3	2	2	2	3	3	5	3	3	4	3	3	4	3	2	2	6	4	1	2	2	2	4	12	2	2	4	4	4
Ribosomal_L29	PF00831.26	6	7	8	2	2	2	1	4	4	3	3	4	2	4	2	2	0	4	4	1	2	2	2	2	6	3	2	5	4	4
Arylesterase	PF01731.23	2	2	2	4	6	4	3	6	1	1	5	5	5	3	3	2	1	2	2	8	2	2	3	2	4	1	1	5	2	8
Sec5	PF15469.9	2	2	2	2	1	2	4	3	1	2	6	0	2	4	3	1	2	1	1	3	1	2	1	4	10	7	2	17	4	4
GCS	PF03074.19	1	1	1	1	1	2	7	2	1	1	2	10	2	2	1	1	4	5	6	1	3	3	4	2	8	1	1	15	3	4
NAT	PF04768.16	1	2	2	2	2	2	4	5	2	2	4	3	2	5	2	2	2	3	3	1	2	2	3	6	13	3	3	4	4	6
SWIB	PF02201.21	2	3	3	2	2	2	3	4	4	4	3	3	2	4	2	2	1	4	4	3	2	2	4	4	10	2	2	6	4	4
Glyco_transf_21	PF13506.9	6	8	12	2	0	1	5	0	2	3	4	4	0	0	3	0	4	7	7	0	3	2	2	10	2	1	0	3	4	2
TF_Zn_Ribbon	PF08271.15	1	3	4	1	2	2	1	5	3	2	2	2	2	4	1	2	2	4	4	2	1	1	1	6	12	7	3	6	5	6
rRNA_proc-arch	PF13234.9	2	4	5	2	2	2	3	4	2	2	4	4	2	3	2	2	2	3	4	3	2	2	3	6	8	1	2	8	4	4
Ribosomal_L4	PF00573.25	4	5	5	2	2	3	2	6	3	3	2	4	2	3	1	2	2	4	4	2	2	2	3	4	2	4	2	6	7	4
DUF4112	PF13430.9	1	3	4	5	1	2	6	2	4	4	5	5	1	2	4	1	1	4	4	2	3	3	3	6	8	3	2	2	2	4
SRP54	PF00448.25	2	3	4	2	2	2	5	4	2	2	5	4	2	2	2	2	2	3	3	2	2	2	3	4	10	4	2	6	4	4
AAA_lid_7	PF17867.4	1	1	2	1	1	2	2	4	1	1	2	3	1	3	2	1	3	1	1	2	1	1	1	2	4	0	1	2	0	2
FolB	PF02152.21	1	2	2	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	2	8	2	2	1	1	2
Ribosomal_L5_C	PF00673.24	4	6	8	2	2	2	3	3	4	4	3	3	2	3	1	2	0	4	4	1	2	2	3	4	6	2	3	5	4	4
SQS_PSY	PF00494.22	2	3	3	2	2	2	4	5	4	4	4	5	2	4	2	3	1	3	2	2	2	2	3	4	8	4	2	5	3	4
VPS9	PF02204.21	2	4	7	2	2	1	4	4	5	5	2	3	2	3	0	2	0	2	2	2	1	2	4	4	8	6	2	8	5	2
EMP70	PF02990.19	1	2	1	2	2	3	4	4	4	4	5	5	2	5	3	2	2	3	2	3	2	2	4	2	7	1	1	5	5	4
RL10P_insert	PF17777.4	3	5	3	2	2	2	3	4	2	3	4	3	2	2	1	2	1	4	4	2	2	2	3	6	8	4	3	5	5	4
DUF3402	PF11882.11	1	1	1	1	1	1	3	2	2	1	2	2	0	2	1	1	2	1	1	2	1	1	1	2	7	5	1	4	2	2
CAF1C_H4-bd	PF12265.11	2	3	3	2	2	2	3	3	4	4	3	4	2	4	1	2	1	4	4	3	2	2	3	4	9	2	2	5	5	6
Nup160	PF11715.11	1	5	3	1	2	0	2	5	4	4	4	4	3	3	1	3	2	3	3	3	1	1	1	4	10	1	2	14	4	2
Sec3_C	PF09763.12	2	3	8	1	1	2	2	8	1	2	6	2	1	4	1	1	1	4	3	1	1	1	2	3	12	5	2	4	3	4
Choline_kinase	PF01633.23	2	3	6	1	3	3	4	3	3	3	2	2	3	5	1	1	2	4	4	2	2	2	4	4	6	1	1	9	8	2
PAF-AH_p_II	PF03403.16	1	5	8	1	2	2	9	4	1	1	4	2	2	4	1	2	1	1	1	2	5	5	10	2	2	1	1	1	1	4
ABC_ATPase	PF09818.12	1	7	9	3	3	1	2	4	1	1	0	3	3	3	3	1	1	6	5	4	5	2	5	4	4	3	1	2	3	6
DPBB_1	PF03330.21	13	19	25	0	2	2	0	3	7	8	2	0	2	4	0	1	0	0	0	2	0	0	0	2	0	0	0	1	0	2
RNA_pol_Rpb4	PF03874.19	1	3	2	2	2	2	4	3	2	2	3	4	2	3	2	1	1	4	2	2	2	2	3	6	9	11	2	6	4	4
ArgoL2	PF16488.8	2	2	3	3	0	2	4	2	2	2	3	3	3	2	3	0	2	3	3	6	2	2	2	10	10	2	2	7	3	6
Filamin	PF00630.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0
zf-C5HC2	PF02928.19	2	2	2	2	1	0	3	2	1	1	4	4	2	3	1	1	1	3	3	1	1	2	4	12	12	4	4	7	5	6
CBM_19	PF03427.16	0	5	5	1	3	1	5	0	4	4	6	4	0	0	2	1	2	10	10	2	1	3	5	3	6	2	2	1	2	6
LRR_9	PF14580.9	2	3	2	3	2	1	4	2	3	3	3	3	1	2	2	1	1	2	2	0	3	3	5	4	9	4	2	9	6	6
PITH	PF06201.16	3	3	3	3	2	2	4	4	2	2	3	4	2	3	2	2	1	3	4	2	2	2	4	4	7	3	2	9	4	4
CoA_binding	PF02629.22	2	4	3	2	2	1	2	3	3	3	3	3	3	2	1	2	2	4	4	1	2	2	3	6	15	1	2	6	4	4
RAI16-like	PF10257.12	2	4	5	2	1	1	4	3	3	2	3	4	1	2	2	1	3	5	4	1	2	2	4	4	11	3	2	7	3	4
Ribosomal_S4	PF00163.22	5	5	6	2	2	2	3	4	3	3	4	2	2	3	1	2	1	3	4	0	2	2	3	4	9	2	2	6	4	4
Cadherin	PF00028.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	19	0
BAR_2	PF10455.12	3	4	8	2	2	2	2	4	2	2	2	2	2	4	2	2	1	3	3	4	1	1	2	6	8	3	2	5	3	4
PIN_4	PF13638.9	1	4	4	2	2	2	3	2	3	4	3	3	4	6	1	3	1	2	2	3	2	2	4	4	6	4	2	6	6	4
Inhibitor_I78	PF11720.11	0	1	0	2	4	8	3	5	2	0	16	6	2	9	0	3	3	2	3	10	1	2	4	2	4	0	0	0	0	2
Formyl_trans_N	PF00551.22	3	2	4	2	2	1	3	4	2	2	3	3	2	3	1	2	2	2	2	2	2	2	3	4	9	8	2	9	5	4
OB_Dis3	PF17849.4	2	5	4	2	2	2	3	3	8	8	3	3	2	6	0	2	2	2	2	2	2	2	2	4	5	3	2	5	3	4
Ferritin	PF00210.27	3	5	5	2	2	2	2	4	2	2	4	4	2	4	2	2	1	2	2	4	2	2	2	4	8	3	3	4	5	6
APS_kinase	PF01583.23	3	3	3	3	2	3	5	4	2	2	6	4	3	4	3	3	0	3	3	0	3	3	6	0	13	5	3	2	1	0
ArsA_ATPase	PF02374.18	1	1	1	1	3	2	6	5	1	1	4	5	2	4	1	2	0	5	5	4	3	3	5	5	8	4	1	4	5	2
Nucleoside_tran	PF01733.21	0	1	1	2	1	1	4	2	1	1	2	3	1	2	1	1	0	4	4	1	2	2	5	4	18	5	3	5	5	6
ERCC3_RAD25_C	PF16203.8	1	1	1	2	2	3	2	3	4	5	4	3	3	3	1	1	1	3	3	3	4	2	4	4	8	5	2	5	3	4
Ribosomal_S19	PF00203.24	4	7	8	2	2	1	2	4	4	4	1	4	2	3	2	2	1	4	4	1	2	2	3	4	8	2	2	3	2	4
Sod_Fe_N	PF00081.25	3	4	4	2	1	2	4	6	1	1	6	4	2	6	1	3	0	2	2	1	3	2	3	6	6	4	3	3	5	4
Vac_ImportDeg	PF09783.12	2	9	9	2	1	1	4	2	2	2	3	4	1	2	1	1	1	4	4	1	2	2	4	4	5	5	2	3	4	6
Saf4_Yju2	PF04502.16	1	2	3	2	1	3	4	4	2	2	4	3	2	3	2	2	2	3	3	4	2	2	3	4	10	5	2	5	4	4
U-box	PF04564.18	1	6	4	2	3	2	4	5	3	4	4	3	3	4	3	3	1	1	1	3	3	2	3	2	5	1	1	8	7	2
NAC	PF01849.21	5	6	7	2	2	2	2	4	2	2	3	3	2	2	1	2	0	4	4	2	2	2	3	4	7	2	2	5	6	4
ADK_lid	PF05191.17	2	3	3	2	2	2	4	4	2	2	4	4	2	3	0	2	0	4	4	1	2	2	4	4	11	5	2	6	4	4
FG-GAP	PF01839.26	0	0	0	0	1	2	0	2	2	1	2	0	1	2	0	1	1	0	1	1	0	0	0	4	6	4	2	8	4	0
Sds3	PF08598.14	3	5	7	2	1	1	2	2	5	5	2	3	1	2	2	1	2	3	3	1	1	1	2	4	6	4	2	11	4	6
OTCace	PF00185.27	1	3	4	2	2	2	4	4	3	3	4	3	2	3	2	2	2	3	3	1	2	2	3	4	10	7	2	3	3	5
GATase_4	PF13230.9	0	2	3	1	3	2	4	4	4	3	4	5	3	4	0	3	0	4	3	3	2	2	3	4	11	3	3	2	3	6
ACT_7	PF13840.9	5	8	9	1	1	1	2	3	5	5	1	1	2	1	0	1	0	2	2	1	1	1	2	4	9	4	2	1	2	4
RPN7	PF10602.12	2	2	5	2	2	2	5	4	2	2	4	4	2	4	1	2	1	4	4	0	2	2	3	4	8	5	2	4	4	4
LAGLIDADG_1	PF00961.22	0	0	0	6	0	0	2	2	0	1	11	8	0	1	3	2	0	5	5	0	1	4	1	0	0	2	0	6	0	5
G-gamma	PF00631.25	4	9	11	1	3	3	2	6	3	3	3	4	3	5	3	3	0	2	1	3	2	2	3	4	2	0	0	3	0	6
Xan_ur_permease	PF00860.23	3	17	10	1	0	0	2	0	5	5	2	2	0	0	1	0	0	0	0	0	1	1	2	3	12	6	4	4	2	2
PhyH	PF05721.16	2	6	5	0	2	1	2	3	3	3	4	2	1	2	0	1	3	4	3	2	2	1	3	4	8	7	1	9	3	4
NOP5NT	PF08156.16	2	4	3	2	2	2	3	4	2	2	2	3	2	4	2	2	0	4	4	0	2	2	2	6	15	2	3	4	4	4
TFIID-18kDa	PF02269.19	2	2	3	2	2	2	3	3	2	2	3	3	2	3	2	2	2	2	2	2	2	2	3	4	9	12	2	5	4	4
Mo25	PF08569.14	2	7	4	2	2	2	5	3	1	1	5	4	2	4	2	2	2	3	2	1	2	2	3	4	10	1	2	4	3	4
TIP49	PF06068.16	2	2	3	2	2	2	5	5	2	3	3	3	2	5	2	2	1	3	3	3	2	2	2	4	9	1	2	6	5	5
NMO	PF03060.18	1	2	3	1	2	1	4	2	3	3	3	2	1	3	2	2	1	1	1	3	2	2	2	5	8	6	1	2	2	2
Methyltransf_28	PF02636.20	1	2	3	2	2	2	4	6	3	3	3	4	2	4	2	2	2	3	3	2	2	2	2	4	9	6	2	2	3	4
Sad1_UNC	PF07738.16	1	6	6	1	1	1	2	2	4	4	2	2	1	2	1	1	1	2	2	2	1	1	2	10	12	2	3	8	5	4
DUF726	PF05277.15	4	6	4	2	1	2	4	2	2	2	4	3	1	2	2	2	0	1	2	1	2	2	2	7	10	5	2	4	4	4
PhoD_2	PF19050.3	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	3	3	4	1	1	1	1	2
RIBIOP_C	PF04950.15	2	2	3	2	2	2	4	3	2	2	4	3	2	5	1	2	2	3	3	2	2	2	3	4	11	2	3	5	4	4
Spermine_synth	PF01564.20	4	5	3	2	1	1	3	2	1	1	4	4	1	2	1	1	2	4	4	2	2	2	4	4	8	2	2	9	5	4
Pyrophosphatase	PF00719.22	2	4	4	2	2	1	4	4	4	4	3	4	2	4	2	3	1	4	4	2	2	2	2	4	6	2	2	4	4	4
ArAE_2_N	PF10337.12	1	3	8	1	0	0	4	1	4	5	4	4	1	0	1	1	2	2	3	1	2	2	4	4	2	4	2	3	1	4
RNA_pol_L_2	PF13656.9	2	2	3	2	2	2	4	5	2	2	4	4	2	4	2	2	1	4	4	2	2	2	4	4	8	3	2	4	4	4
SH2	PF00017.27	1	0	1	0	1	0	1	3	1	1	2	2	1	1	0	1	0	0	0	1	1	1	2	0	0	0	0	47	20	0
Clathrin_propel	PF01394.23	1	1	0	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	2	1	1	1	2	2	5	0	1	2	2	2
Chitin_synth_1	PF01644.20	5	9	7	1	1	1	2	2	6	5	2	1	1	2	1	1	2	3	3	1	1	1	1	4	10	2	2	3	3	8
KCH	PF16944.8	0	4	5	3	0	0	3	0	2	2	3	5	1	0	3	1	0	3	2	0	3	3	3	6	12	7	3	5	4	8
IlvN	PF07991.15	4	8	6	2	1	2	1	3	3	3	4	5	2	1	2	1	2	4	3	1	1	1	1	4	6	2	2	5	6	6
OTCace_N	PF02729.24	2	2	3	2	2	1	4	4	3	3	4	4	2	4	1	2	2	3	3	1	2	2	3	4	10	5	2	3	4	5
Cyto_heme_lyase	PF01265.20	1	2	2	2	2	1	4	4	2	2	4	3	2	3	3	2	1	4	3	4	2	2	4	4	10	3	2	3	4	4
AA_permease_C	PF13906.9	2	14	7	3	4	1	4	1	0	0	7	1	0	0	1	1	1	4	5	0	2	2	1	3	6	0	2	11	4	4
ATP-grasp_2	PF08442.13	6	5	6	2	2	3	2	4	1	1	3	3	1	2	0	2	2	4	4	1	2	2	2	6	10	1	2	4	4	4
Peroxin-3	PF04882.15	1	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	7	1	1	3	2	2
NOT2_3_5	PF04153.21	2	4	3	2	2	2	3	4	3	3	3	4	2	4	1	2	1	2	2	2	1	2	4	4	10	3	2	6	4	4
Rtt106	PF08512.15	2	3	5	2	2	2	3	4	3	3	3	3	2	3	1	2	1	4	4	1	2	2	4	4	7	2	2	5	4	6
UbiA	PF01040.21	1	2	3	3	2	2	3	3	2	2	3	3	2	4	2	2	2	4	4	4	2	2	4	4	6	3	2	6	5	4
Ribosomal_S17	PF00366.23	4	8	6	2	2	2	3	5	2	2	3	3	2	3	0	2	0	4	3	2	2	2	2	4	6	1	2	5	3	6
PseudoU_synth_2	PF00849.25	1	5	5	2	1	0	5	1	2	2	3	4	1	2	2	2	0	2	2	2	4	2	4	4	8	13	2	5	3	2
AMPK1_CBM	PF16561.8	1	1	3	1	2	1	1	4	2	2	2	2	3	4	1	2	2	4	4	2	1	1	2	4	16	5	4	5	5	4
